team_A,team_B,toss_winner,top_batsmen_points_A,top_batsmen_points_B,top_baller_points_A,top_baller_points_B,match_won_after_winning_toss_A,match_won_after_winning_toss_B,runs_in_powerplay_A,runs_in_powerplay_B,run_rate_A,run_rate_B,most_value_player_points_A,most_value_player_points_B,win_ratio_A,win_ratio_B,ground_A,ground_B,winner
6,11,0,0.5299999999999999,0.4075000000000001,0.549043062200957,0.7045454545454546,0.5,0.818181818,0.30666666666666664,0.3047619047619048,-0.483,-0.35200000000000004,0.6616266944734098,0.6272158498435871,0.0,0.0,0,0,0
0,2,1,0.9499999999999997,0.9649999999999999,0.7691387559808615,0.7667464114832537,0.6,0.222222222,0.6266666666666666,0.6571428571428573,0.951,0.203,0.7424400417101147,0.7831074035453598,0.0,1.0,0,0,1
7,4,0,0.5275,0.7599999999999998,0.6495215311004785,0.47248803827751207,0.5,0.5,0.6133333333333332,0.44761904761904764,0.297,-0.789,0.637643378519291,0.5046923879040668,0.0,0.0,0,0,0
1,11,0,0.7599999999999998,0.4075000000000001,0.0,0.7045454545454546,0.333333333,0.818181818,0.36,0.31428571428571433,0.311,-0.35200000000000004,0.7106360792492179,0.6272158498435871,0.0,1.0,0,0,1
4,9,0,0.7599999999999998,1.0,0.47248803827751207,0.6423444976076556,0.5,0.2,0.39999999999999997,0.43809523809523815,-0.789,-0.191,0.5046923879040668,0.7106360792492179,1.0,0.0,0,0,1
6,7,0,0.5299999999999999,0.5275,0.549043062200957,0.6495215311004785,0.5,0.5,0.14666666666666664,0.21904761904761907,-0.483,0.297,0.6616266944734098,0.637643378519291,1.0,0.0,0,0,0
2,1,1,0.9649999999999999,0.7599999999999998,0.7667464114832537,0.0,0.222222222,0.333333333,0.2933333333333333,0.39047619047619053,0.203,0.311,0.7831074035453598,0.7106360792492179,0.0,1.0,0,0,1
0,11,1,0.9499999999999997,0.4075000000000001,0.7691387559808615,0.7045454545454546,0.6,0.818181818,0.33333333333333326,0.36190476190476195,0.951,-0.35200000000000004,0.7424400417101147,0.6272158498435871,0.0,1.0,0,0,0
7,4,0,0.5275,0.7599999999999998,0.6495215311004785,0.47248803827751207,0.5,0.5,0.33333333333333326,0.24761904761904763,0.297,-0.789,0.637643378519291,0.5046923879040668,0.0,0.0,0,0,0
9,6,0,1.0,0.5299999999999999,0.6423444976076556,0.549043062200957,0.2,0.5,0.30666666666666664,0.33333333333333337,-0.191,-0.483,0.7106360792492179,0.6616266944734098,0.0,1.0,0,0,0
2,11,0,0.9649999999999999,0.4075000000000001,0.7667464114832537,0.7045454545454546,0.222222222,0.818181818,0.31999999999999995,0.28571428571428575,0.203,-0.35200000000000004,0.7831074035453598,0.6272158498435871,0.0,1.0,0,0,1
0,1,1,0.9499999999999997,0.7599999999999998,0.7691387559808615,0.0,0.6,0.333333333,0.5066666666666665,0.46666666666666673,0.951,0.311,0.7424400417101147,0.7106360792492179,1.0,0.0,0,0,0
4,6,0,0.7599999999999998,0.5299999999999999,0.47248803827751207,0.549043062200957,0.5,0.5,0.1733333333333333,0.48571428571428577,-0.789,-0.483,0.5046923879040668,0.6616266944734098,0.5,0.5,0,0,1
7,9,0,0.5275,1.0,0.6495215311004785,0.6423444976076556,0.5,0.2,0.13333333333333333,0.48571428571428577,0.297,-0.191,0.637643378519291,0.7106360792492179,0.0,1.0,0,0,1
0,2,0,0.9499999999999997,0.9649999999999999,0.7691387559808615,0.7667464114832537,0.6,0.222222222,0.5066666666666665,0.49523809523809526,0.951,0.203,0.7424400417101147,0.7831074035453598,0.0,1.0,0,0,0
11,6,1,0.4075000000000001,0.5299999999999999,0.7045454545454546,0.549043062200957,0.818181818,0.5,0.5599999999999999,0.2761904761904762,-0.35200000000000004,-0.483,0.6272158498435871,0.6616266944734098,0.0,0.0,0,0,0
4,1,0,0.7599999999999998,0.7599999999999998,0.47248803827751207,0.0,0.5,0.333333333,0.5199999999999999,0.5428571428571429,-0.789,0.311,0.5046923879040668,0.7106360792492179,1.0,0.0,0,0,1
2,7,0,0.9649999999999999,0.5275,0.7667464114832537,0.6495215311004785,0.222222222,0.5,0.2933333333333333,0.39047619047619053,0.203,0.297,0.7831074035453598,0.637643378519291,1.0,0.0,0,0,0
9,11,1,1.0,0.4075000000000001,0.6423444976076556,0.7045454545454546,0.2,0.818181818,0.18666666666666668,0.29523809523809524,-0.191,-0.35200000000000004,0.7106360792492179,0.6272158498435871,1.0,0.0,0,0,1
0,6,0,0.9499999999999997,0.5299999999999999,0.7691387559808615,0.549043062200957,0.6,0.5,0.5599999999999999,0.5047619047619049,0.951,-0.483,0.7424400417101147,0.6616266944734098,1.0,0.0,0,0,0
7,1,0,0.5275,0.7599999999999998,0.6495215311004785,0.0,0.5,0.333333333,0.19999999999999996,0.34285714285714286,0.297,0.311,0.637643378519291,0.7106360792492179,0.5,0.5,0,0,1
2,6,1,0.9649999999999999,0.5299999999999999,0.7667464114832537,0.549043062200957,0.222222222,0.5,0.49333333333333323,0.4285714285714286,0.203,-0.483,0.7831074035453598,0.6616266944734098,0.0,1.0,0,0,1
11,0,0,0.4075000000000001,0.9499999999999997,0.7045454545454546,0.7691387559808615,0.818181818,0.6,0.2533333333333333,0.3523809523809524,-0.35200000000000004,0.951,0.6272158498435871,0.7424400417101147,1.0,0.0,0,0,1
7,9,0,0.5275,1.0,0.6495215311004785,0.6423444976076556,0.5,0.2,0.4133333333333333,0.37142857142857144,0.297,-0.191,0.637643378519291,0.7106360792492179,0.0,1.0,0,0,0
4,1,1,0.7599999999999998,0.7599999999999998,0.47248803827751207,0.0,0.5,0.333333333,0.2933333333333333,0.44761904761904764,-0.789,0.311,0.5046923879040668,0.7106360792492179,1.0,0.0,0,0,1
2,11,0,0.9649999999999999,0.4075000000000001,0.7667464114832537,0.7045454545454546,0.222222222,0.818181818,0.36,0.28571428571428575,0.203,-0.35200000000000004,0.7831074035453598,0.6272158498435871,0.0,1.0,0,0,0
4,9,1,0.7599999999999998,1.0,0.47248803827751207,0.6423444976076556,0.5,0.2,0.30666666666666664,0.43809523809523815,-0.789,-0.191,0.5046923879040668,0.7106360792492179,1.0,0.0,0,0,1
