,id,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B),new_col,team a ground,team b ground
50,112,KXIP,KKR,KXIP,bat,normal,0,KKR,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,,804,536,538,730,0.0,0.0,67,65,0.509,-0.147,727.0,514.5,0.0,0.0,51,away,home
51,113,MI,RR,RR,field,normal,0,RR,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,,556,642,970,571,0.0,0.0,46,33,0.57,0.632,724.0,917.0,0.0,0.0,52,away,home
52,114,DEC,CSK,DEC,bat,normal,0,CSK,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,,617,807,603,564,0.0,0.0,47,51,-0.467,-0.192,598.0,680.0,0.0,0.0,53,away,away
53,90,RCB,MI,MI,field,normal,0,MI,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,509,556,393,970,0.0,0.0,29,36,-1.16,0.57,517.5,724.0,0.0,0.0,54,home,away
54,97,KXIP,RR,RR,field,normal,0,KXIP,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,,804,642,538,571,0.0,0.0,26,44,0.509,0.632,727.0,917.0,0.0,0.0,55,away,away
55,115,RR,DC,DC,field,normal,0,RR,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,,642,536,571,590,0.0,0.0,58,28,0.632,0.342,917.0,517.5,0.0,0.0,56,away,away
56,116,KXIP,CSK,KXIP,bat,normal,0,CSK,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,,804,807,538,564,0.0,0.0,35,35,0.509,-0.192,727.0,680.0,0.0,0.0,57,away,away
57,117,CSK,RR,RR,field,normal,0,RR,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,,807,642,564,571,0.0,0.0,42,41,-0.192,0.632,680.0,917.0,0.0,0.0,58,away,away
58,118,MI,CSK,CSK,field,normal,0,MI,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,,633,802,677,777,0.5,0.6,40,40,0.297,0.951,611.5,712.0,0.0,0.0,59,away,away
59,119,RCB,RR,RCB,bat,normal,0,RCB,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,,822,585,671,723,0.2,0.818181818,29,14,-0.191,-0.35200000000000004,681.5,601.5,1.0,0.0,60,away,away
60,120,KXIP,DC,DC,field,normal,1,DC,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,,634,726,593,134,0.5,0.333333333,67,58,-0.483,0.311,634.5,681.5,1.0,0.0,61,away,away
61,121,KKR,DEC,KKR,bat,normal,0,DEC,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,,726,808,529,775,0.5,0.222222222,21,37,-0.789,0.203,484.0,751.0,1.0,0.0,62,away,away
62,122,CSK,RCB,CSK,bat,normal,0,CSK,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,,802,822,777,671,0.6,0.2,68,46,0.951,-0.191,712.0,681.5,1.0,0.0,63,away,away
63,123,KXIP,KKR,KKR,field,normal,1,KKR,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,,634,726,593,529,0.5,0.5,46,60,-0.483,-0.789,634.5,484.0,0.5,0.5,64,away,away
64,124,DEC,RCB,DEC,bat,normal,0,DEC,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,,808,822,775,671,0.222222222,0.2,62,31,0.203,-0.191,751.0,681.5,0.0,1.0,65,away,away
65,125,DC,CSK,DC,bat,normal,0,DC,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,,726,802,134,777,0.333333333,0.6,59,61,0.311,0.951,681.5,712.0,0.0,1.0,66,away,away
66,126,RR,KKR,KKR,field,tie,0,RR,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,,585,726,723,529,0.818181818,0.5,54,38,-0.35200000000000004,-0.789,601.5,484.0,1.0,0.0,67,away,away
67,127,RCB,KXIP,RCB,bat,normal,0,KXIP,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,,822,634,671,593,0.2,0.5,49,44,-0.191,-0.483,681.5,634.5,0.0,1.0,68,away,away
68,128,DEC,MI,DEC,bat,normal,0,DEC,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,,808,633,775,677,0.222222222,0.5,55,50,0.203,0.297,751.0,611.5,1.0,0.0,69,away,away
69,129,RCB,DC,RCB,bat,normal,0,DC,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,,822,726,671,134,0.2,0.333333333,45,43,-0.191,0.311,681.5,681.5,0.0,1.0,70,away,away
70,130,KXIP,RR,KXIP,bat,normal,0,KXIP,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,,634,585,593,723,0.5,0.818181818,38,32,-0.483,-0.35200000000000004,634.5,601.5,0.0,0.0,71,away,away
71,131,CSK,DEC,DEC,field,normal,0,DEC,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,,802,808,777,775,0.6,0.222222222,62,69,0.951,0.203,712.0,751.0,0.0,1.0,72,away,away
72,132,MI,KKR,MI,bat,normal,0,MI,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,,633,726,677,529,0.5,0.5,61,47,0.297,-0.789,611.5,484.0,0.0,0.0,73,away,away
73,133,DC,RR,DC,bat,normal,0,RR,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,,726,585,134,723,0.333333333,0.818181818,42,33,0.311,-0.35200000000000004,681.5,601.5,0.0,1.0,74,away,away
74,134,KKR,RCB,KKR,bat,normal,0,RCB,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,,726,822,529,671,0.5,0.2,45,46,-0.789,-0.191,484.0,681.5,1.0,0.0,75,away,away
75,135,KXIP,MI,KXIP,bat,normal,0,KXIP,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,,634,633,593,677,0.5,0.5,26,23,-0.483,0.297,634.5,611.5,1.0,0.0,76,away,away
76,136,DEC,DC,DC,field,normal,0,DC,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,,808,726,775,134,0.222222222,0.333333333,37,41,0.203,0.311,751.0,681.5,0.0,1.0,77,away,away
77,137,CSK,RR,RR,field,normal,0,CSK,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,,802,585,777,723,0.6,0.818181818,40,38,0.951,-0.35200000000000004,712.0,601.5,0.0,1.0,78,away,away
78,138,MI,KKR,MI,bat,normal,0,MI,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,,633,726,677,529,0.5,0.5,40,26,0.297,-0.789,611.5,484.0,0.0,0.0,79,away,away
79,139,RCB,KXIP,RCB,bat,normal,0,RCB,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,,822,634,671,593,0.2,0.5,38,35,-0.191,-0.483,681.5,634.5,0.0,1.0,80,away,away
80,140,DEC,RR,DEC,bat,normal,0,RR,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,,808,585,775,723,0.222222222,0.818181818,39,30,0.203,-0.35200000000000004,751.0,601.5,0.0,1.0,81,away,away
81,141,CSK,DC,DC,field,normal,0,CSK,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,,802,726,777,134,0.6,0.333333333,53,49,0.951,0.311,712.0,681.5,1.0,0.0,82,away,away
82,142,KKR,KXIP,KKR,bat,normal,0,KXIP,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,,726,634,529,593,0.5,0.5,28,51,-0.789,-0.483,484.0,634.5,0.5,0.5,83,away,away
83,143,MI,RCB,MI,bat,normal,0,RCB,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,,633,822,677,671,0.5,0.2,25,51,0.297,-0.191,611.5,681.5,0.0,1.0,84,away,away
84,144,CSK,DEC,CSK,bat,normal,0,CSK,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,,802,808,777,775,0.6,0.222222222,53,52,0.951,0.203,712.0,751.0,0.0,1.0,85,away,away
85,145,RR,KXIP,KXIP,field,normal,0,RR,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,,585,634,723,593,0.818181818,0.5,57,29,-0.35200000000000004,-0.483,601.5,634.5,0.0,0.0,86,away,away
86,146,KKR,DC,KKR,bat,normal,0,DC,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,,726,726,529,134,0.5,0.333333333,54,57,-0.789,0.311,484.0,681.5,1.0,0.0,87,away,away
87,147,DEC,MI,DEC,bat,normal,0,DEC,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,,808,633,775,677,0.222222222,0.5,37,41,0.203,0.297,751.0,611.5,1.0,0.0,88,away,away
88,148,RCB,RR,RR,field,normal,0,RR,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,,822,585,671,723,0.2,0.818181818,29,31,-0.191,-0.35200000000000004,681.5,601.5,1.0,0.0,89,away,away
89,149,CSK,KXIP,CSK,bat,normal,1,CSK,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,,802,634,777,593,0.6,0.5,57,53,0.951,-0.483,712.0,634.5,1.0,0.0,90,away,away
90,150,MI,DC,MI,bat,normal,0,DC,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,,633,726,677,134,0.5,0.333333333,30,36,0.297,0.311,611.5,681.5,0.5,0.5,91,away,away
91,151,DEC,KXIP,KXIP,field,normal,0,KXIP,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,,808,634,775,593,0.222222222,0.5,52,45,0.203,-0.483,751.0,634.5,0.0,1.0,92,away,away
92,152,RR,CSK,RR,bat,normal,0,CSK,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,585,802,723,777,0.818181818,0.6,34,37,-0.35200000000000004,0.951,601.5,712.0,1.0,0.0,93,away,away
93,153,MI,RCB,MI,bat,normal,0,MI,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,,633,822,677,671,0.5,0.2,46,39,0.297,-0.191,611.5,681.5,0.0,1.0,94,away,away
94,154,KKR,DC,DC,field,normal,0,DC,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,,726,726,529,134,0.5,0.333333333,37,47,-0.789,0.311,484.0,681.5,1.0,0.0,95,away,away
95,155,DEC,RR,DEC,bat,normal,0,DEC,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,,808,585,775,723,0.222222222,0.818181818,42,30,0.203,-0.35200000000000004,751.0,601.5,0.0,1.0,96,away,away
96,156,KKR,RCB,RCB,field,normal,0,RCB,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,,726,822,529,671,0.5,0.2,38,46,-0.789,-0.191,484.0,681.5,1.0,0.0,97,away,away
97,157,KXIP,MI,KXIP,bat,normal,0,MI,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,,634,633,593,677,0.5,0.5,51,42,-0.483,0.297,634.5,611.5,1.0,0.0,98,away,away
98,158,DC,DEC,DEC,field,normal,0,DC,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,,726,808,134,775,0.333333333,0.222222222,56,50,0.311,0.203,681.5,751.0,1.0,0.0,99,away,away
99,159,CSK,RCB,CSK,bat,normal,0,RCB,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,,802,822,777,671,0.6,0.2,52,33,0.951,-0.191,712.0,681.5,1.0,0.0,100,away,away
100,160,RR,MI,RR,bat,normal,0,RR,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,,585,633,723,677,0.818181818,0.5,42,26,-0.35200000000000004,0.297,601.5,611.5,1.0,0.0,101,away,away
101,161,DC,KXIP,KXIP,field,normal,0,KXIP,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,,726,634,134,593,0.333333333,0.5,38,37,0.311,-0.483,681.5,634.5,0.0,1.0,102,away,away
102,162,MI,CSK,MI,bat,normal,0,CSK,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,,633,802,677,777,0.5,0.6,49,35,0.297,0.951,611.5,712.0,0.0,0.0,103,away,away
103,163,KKR,DEC,DEC,field,normal,0,DEC,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,,726,808,529,775,0.5,0.222222222,31,50,-0.789,0.203,484.0,751.0,1.0,0.0,104,away,away
104,164,KXIP,DEC,DEC,field,normal,0,KXIP,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,,634,808,593,775,0.5,0.222222222,39,46,-0.483,0.203,634.5,751.0,1.0,0.0,105,away,away
105,165,DC,RR,DC,bat,normal,0,DC,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,,726,585,134,723,0.333333333,0.818181818,35,24,0.311,-0.35200000000000004,681.5,601.5,0.0,1.0,106,away,away
106,166,CSK,KKR,CSK,bat,normal,0,KKR,0,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,,802,726,777,529,0.6,0.5,54,56,0.951,-0.789,712.0,484.0,0.0,0.0,107,away,away
107,167,DC,RCB,DC,bat,normal,0,RCB,0,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,,726,822,134,671,0.333333333,0.2,37,27,0.311,-0.191,681.5,681.5,1.0,0.0,108,away,away
108,168,RR,KKR,KKR,field,normal,0,KKR,0,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,,585,726,723,529,0.818181818,0.5,46,29,-0.35200000000000004,-0.789,601.5,484.0,1.0,0.0,109,away,away
109,169,CSK,KXIP,CSK,bat,normal,0,CSK,24,0,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,,802,634,777,593,0.6,0.5,50,29,0.951,-0.483,712.0,634.5,1.0,0.0,110,away,away
110,170,MI,DC,DC,field,normal,0,DC,0,4,V Sehwag,SuperSport Park,IL Howell,S Ravi,,633,726,677,134,0.5,0.333333333,30,60,0.297,0.311,611.5,681.5,0.5,0.5,111,away,away
111,171,RCB,DEC,RCB,bat,normal,0,RCB,12,0,MK Pandey,SuperSport Park,IL Howell,S Ravi,,822,808,671,775,0.2,0.222222222,33,64,-0.191,0.203,681.5,751.0,1.0,0.0,112,away,away
112,172,DC,DEC,DEC,field,normal,0,DEC,0,6,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,,726,808,134,775,0.333333333,0.222222222,49,84,0.311,0.203,681.5,751.0,1.0,0.0,113,away,away
113,173,CSK,RCB,RCB,field,normal,0,RCB,0,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,,802,822,777,671,0.6,0.2,52,59,0.951,-0.191,712.0,681.5,1.0,0.0,114,away,away
114,174,DEC,RCB,RCB,field,normal,0,DEC,6,0,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel,,808,822,775,671,0.222222222,0.2,31,36,0.203,-0.191,751.0,681.5,0.0,1.0,115,away,away
115,175,KKR,DEC,DEC,field,normal,0,KKR,11,0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,,822,494,669,628,0.384615385,0.473684211,38,62,-0.341,-0.297,562.5,748.5,0.3,0.7,116,away,away
116,176,MI,RR,MI,bat,normal,0,MI,4,0,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,,663,690,574,591,0.5,0.7333333329999999,69,39,1.084,-0.514,699.5,577.5,0.0,1.0,117,home,away
117,177,KXIP,DC,DC,field,normal,0,DC,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,586,822,473,878,0.571428571,0.533333333,44,39,-0.478,0.021,603.0,822.0,1.0,0.0,118,away,away
118,178,RCB,KKR,KKR,field,normal,0,KKR,0,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,,620,822,573,669,0.46153846200000004,0.384615385,24,61,0.21899999999999997,-0.341,822.0,562.5,0.5,0.5,119,away,home
119,179,DEC,CSK,DEC,bat,normal,0,DEC,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,494,539,628,658,0.473684211,0.583333333,57,34,-0.297,0.374,748.5,698.5,0.7,0.3,120,away,home
120,180,RR,DC,DC,field,normal,0,DC,0,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,,690,822,591,878,0.7333333329999999,0.533333333,47,60,-0.514,0.021,577.5,822.0,0.0,0.0,121,home,away
121,181,KXIP,RCB,KXIP,bat,normal,0,RCB,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,,586,620,473,573,0.571428571,0.46153846200000004,50,61,-0.478,0.21899999999999997,603.0,822.0,0.0,0.0,122,away,home
122,182,CSK,KKR,CSK,bat,normal,0,CSK,55,0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,,539,822,658,669,0.583333333,0.384615385,31,45,0.374,-0.341,698.5,562.5,1.0,0.0,123,away,home
123,183,MI,DC,DC,field,normal,0,MI,98,0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,663,822,574,878,0.5,0.533333333,67,56,1.084,0.021,699.5,822.0,1.0,0.0,124,away,away
124,184,RR,RCB,RCB,field,normal,0,RCB,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,,690,620,591,573,0.7333333329999999,0.46153846200000004,31,59,-0.514,0.21899999999999997,577.5,822.0,1.0,0.0,125,away,home
125,185,DC,CSK,DC,bat,normal,0,CSK,0,5,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore,,822,539,878,658,0.533333333,0.583333333,52,56,0.021,0.374,822.0,698.5,0.6,0.4,126,away,away
126,186,DEC,KXIP,KXIP,field,normal,0,DEC,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,494,586,628,473,0.473684211,0.571428571,56,27,-0.297,-0.478,748.5,603.0,0.0,1.0,127,away,away
127,187,RR,KKR,RR,bat,normal,0,RR,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,,690,822,591,669,0.7333333329999999,0.384615385,56,38,-0.514,-0.341,577.5,562.5,0.6,0.4,128,home,away
128,188,MI,RCB,MI,bat,normal,0,RCB,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,,663,620,574,573,0.5,0.46153846200000004,45,55,1.084,0.21899999999999997,699.5,822.0,0.3,0.7,129,home,away
129,189,DEC,DC,DEC,bat,normal,0,DEC,10,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,,494,822,628,878,0.473684211,0.533333333,47,48,-0.297,0.021,748.5,822.0,0.4,0.6,130,away,away
130,190,KXIP,CSK,CSK,field,tie,0,KXIP,0,0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,586,539,473,658,0.571428571,0.583333333,38,42,-0.478,0.374,603.0,698.5,0.0,1.0,131,away,home
131,191,KKR,MI,KKR,bat,normal,0,MI,0,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,,822,663,669,574,0.384615385,0.5,41,57,-0.341,1.084,562.5,699.5,0.0,1.0,132,away,home
132,192,RCB,CSK,CSK,field,normal,0,RCB,36,0,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,,620,539,573,658,0.46153846200000004,0.583333333,38,29,0.21899999999999997,0.374,822.0,698.5,1.0,0.0,133,home,away
133,193,RR,KXIP,KXIP,field,normal,0,RR,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,,690,586,591,473,0.7333333329999999,0.571428571,53,76,-0.514,-0.478,577.5,603.0,0.3,0.7,134,away,away
134,194,CSK,MI,MI,field,normal,0,MI,0,5,SR Tendulkar,Brabourne Stadium,BF Bowden,AM Saheba,,539,663,658,574,0.583333333,0.5,51,63,0.374,1.084,698.5,699.5,0.5,0.5,135,away,home
135,197,DC,RCB,RCB,field,normal,0,DC,17,0,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,,822,620,878,573,0.533333333,0.46153846200000004,55,54,0.021,0.21899999999999997,822.0,822.0,0.5,0.5,136,away,home
136,195,DEC,RR,DEC,bat,normal,0,RR,0,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,,494,690,628,591,0.473684211,0.7333333329999999,50,42,-0.297,-0.514,748.5,577.5,0.0,0.0,137,away,home
137,196,KKR,KXIP,KKR,bat,normal,0,KKR,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,,822,586,669,473,0.384615385,0.571428571,64,46,-0.341,-0.478,562.5,603.0,0.0,1.0,138,away,away
138,198,RR,CSK,RR,bat,normal,0,RR,17,0,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,,690,539,591,658,0.7333333329999999,0.583333333,58,58,-0.514,0.374,577.5,698.5,0.7,0.3,139,home,away
139,199,MI,DEC,DEC,field,normal,0,MI,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,,663,494,574,628,0.5,0.473684211,52,50,1.084,-0.297,699.5,748.5,0.5,0.5,140,home,away
140,200,DC,KKR,DC,bat,normal,0,DC,40,0,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,,822,822,878,669,0.533333333,0.384615385,62,36,0.021,-0.341,822.0,562.5,0.7,0.3,141,away,away
141,201,KXIP,MI,MI,field,normal,0,MI,0,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,,586,663,473,574,0.571428571,0.5,48,45,-0.478,1.084,603.0,699.5,0.0,0.0,142,away,home
142,202,RCB,CSK,RCB,bat,normal,0,CSK,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,,620,539,573,658,0.46153846200000004,0.583333333,52,56,0.21899999999999997,0.374,822.0,698.5,1.0,0.0,143,away,home
143,203,DC,RR,DC,bat,normal,0,DC,67,0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,,822,690,878,591,0.533333333,0.7333333329999999,52,39,0.021,-0.514,822.0,577.5,0.0,0.0,144,away,away
144,204,KKR,DEC,KKR,bat,normal,0,KKR,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper,,822,494,669,628,0.384615385,0.473684211,46,59,-0.341,-0.297,562.5,748.5,0.3,0.7,145,home,away
145,205,KXIP,RCB,KXIP,bat,normal,0,RCB,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,,586,620,473,573,0.571428571,0.46153846200000004,41,51,-0.478,0.21899999999999997,603.0,822.0,0.0,0.0,146,away,away
146,206,CSK,RR,CSK,bat,normal,0,CSK,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,,539,690,658,591,0.583333333,0.7333333329999999,66,62,0.374,-0.514,698.5,577.5,0.3,0.7,147,home,away
147,207,MI,DEC,MI,bat,normal,0,MI,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,,663,494,574,628,0.5,0.473684211,53,40,1.084,-0.297,699.5,748.5,0.5,0.5,148,home,away
148,208,KKR,KXIP,KKR,bat,normal,0,KXIP,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper,,822,586,669,473,0.384615385,0.571428571,53,69,-0.341,-0.478,562.5,603.0,0.0,1.0,149,home,away
149,209,DC,RCB,DC,bat,normal,0,DC,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,,822,620,878,573,0.533333333,0.46153846200000004,54,38,0.021,0.21899999999999997,822.0,822.0,0.5,0.5,150,away,away
150,210,RR,DEC,RR,bat,normal,0,RR,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,690,494,591,628,0.7333333329999999,0.473684211,48,52,-0.514,-0.297,577.5,748.5,0.0,0.0,151,away,away
151,211,CSK,MI,CSK,bat,normal,0,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,,539,663,658,574,0.583333333,0.5,42,46,0.374,1.084,698.5,699.5,0.5,0.5,152,home,away
152,212,KXIP,RR,KXIP,bat,normal,0,RR,0,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,,586,690,473,591,0.571428571,0.7333333329999999,52,70,-0.478,-0.514,603.0,577.5,0.7,0.3,153,away,home
153,213,KKR,DC,KKR,bat,normal,0,KKR,14,0,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen,,822,822,669,878,0.384615385,0.533333333,50,44,-0.341,0.021,562.5,822.0,0.3,0.7,154,home,away
154,214,RCB,DEC,DEC,field,normal,0,DEC,0,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper,,620,494,573,628,0.46153846200000004,0.473684211,46,32,0.21899999999999997,-0.297,822.0,748.5,1.0,0.0,155,home,away
155,215,MI,KXIP,MI,bat,normal,0,KXIP,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,,663,586,574,473,0.5,0.571428571,51,56,1.084,-0.478,699.5,603.0,0.0,0.0,156,away,away
156,216,CSK,DEC,CSK,bat,normal,0,DEC,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,539,494,658,628,0.583333333,0.473684211,55,37,0.374,-0.297,698.5,748.5,0.3,0.7,157,away,away
157,217,KKR,RCB,RCB,field,normal,0,RCB,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,,822,620,669,573,0.384615385,0.46153846200000004,61,48,-0.341,0.21899999999999997,562.5,822.0,0.5,0.5,158,away,home
158,218,DC,KXIP,DC,bat,normal,0,KXIP,0,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba,,822,586,878,473,0.533333333,0.571428571,45,39,0.021,-0.478,822.0,603.0,0.0,1.0,159,away,away
159,219,MI,RR,RR,field,normal,0,MI,37,0,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,,663,690,574,591,0.5,0.7333333329999999,47,34,1.084,-0.514,699.5,577.5,0.0,1.0,160,away,home
160,220,DEC,RCB,RCB,field,normal,0,DEC,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,,494,620,628,573,0.473684211,0.46153846200000004,35,38,-0.297,0.21899999999999997,748.5,822.0,0.0,1.0,161,away,away
161,221,MI,DC,MI,bat,normal,0,MI,39,0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,,663,822,574,878,0.5,0.533333333,44,69,1.084,0.021,699.5,822.0,1.0,0.0,162,home,away
162,222,KKR,CSK,KKR,bat,normal,0,CSK,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,,822,539,669,658,0.384615385,0.583333333,22,67,-0.341,0.374,562.5,698.5,0.0,1.0,163,away,home
163,223,RR,RCB,RR,bat,normal,0,RCB,0,5,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi,,690,620,591,573,0.7333333329999999,0.46153846200000004,30,59,-0.514,0.21899999999999997,577.5,822.0,1.0,0.0,164,home,away
