id,season,team A,team B,Win_ratio_A,Win_ratio_B
343,2012,Kings XI Punjab,Chennai Super Kings,0.3,0.7
344,2012,Kolkata Knight Riders,Royal Challengers Bangalore,0.28,0.71
345,2012,Delhi Daredevils,Rajasthan Royals,0.4,0.6
346,2012,Deccan Chargers,Mumbai Indians,1,0
347,2012,Chennai Super Kings,Kolkata Knight Riders,0.5,0.5
348,2012,Deccan Chargers,Pune Warriors,1,0
349,2012,Rajasthan Royals,Delhi Daredevils,0.3,0.7
350,2012,Royal Challengers Bangalore,Kings XI Punjab,0.4,0.6
351,2012,Mumbai Indians,Pune Warriors,1,0
352,2012,Chennai Super Kings,Deccan Chargers,0.5,0.5
353,2012,Kolkata Knight Riders,Pune Warriors,1,0
354,2012,Rajasthan Royals,Kings XI Punjab,1,0
355,2012,Chennai Super Kings,Mumbai Indians,0.6,0.4
356,2012,Deccan Chargers,Royal Challengers Bangalore,0.6,0.4
357,2012,Delhi Daredevils,Kolkata Knight Riders,1,0
358,2012,Pune Warriors,Rajasthan Royals,1,0
359,2012,Kings XI Punjab,Deccan Chargers,0.5,0.5
360,2012,Mumbai Indians,Royal Challengers Bangalore,0.5,0.5
361,2012,Rajasthan Royals,Chennai Super Kings,0.5,0.5
362,2012,Royal Challengers Bangalore,Pune Warriors,0,1
363,2012,Mumbai Indians,Kolkata Knight Riders,0.6,0.4
364,2012,Delhi Daredevils,Chennai Super Kings,0.4,0.6
365,2012,Rajasthan Royals,Pune Warriors,1,0
366,2012,Deccan Chargers,Kings XI Punjab,0.3,0.7
367,2012,Royal Challengers Bangalore,Mumbai Indians,0.3,0.7
368,2012,Kolkata Knight Riders,Chennai Super Kings,0,1
369,2012,Kings XI Punjab,Delhi Daredevils,0.3,0.7
370,2012,Kolkata Knight Riders,Mumbai Indians,0.7,0.3
371,2012,Chennai Super Kings,Kings XI Punjab,0.8,0.2
372,2012,Royal Challengers Bangalore,Delhi Daredevils,0,1
373,2012,Rajasthan Royals,Deccan Chargers,1,0
374,2012,Kings XI Punjab,Delhi Daredevils,0.3,0.7
375,2012,Kolkata Knight Riders,Pune Warriors,1,0
376,2012,Deccan Chargers,Royal Challengers Bangalore,0.7,0.3
377,2012,Rajasthan Royals,Mumbai Indians,0.5,0.5
378,2012,Kolkata Knight Riders,Delhi Daredevils,0.6,0.4
379,2012,Chennai Super Kings,Mumbai Indians,0.5,0.5
380,2012,Chennai Super Kings,Delhi Daredevils,0.5,0.5
381,2012,Chennai Super Kings,Kolkata Knight Riders,0.5,0.5
235,2011,Chennai Super Kings,Kolkata Knight Riders,0.5,0.5
236,2011,Deccan Chargers,Rajasthan Royals,0.5,0.5
237,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,0,0
238,2011,Delhi Daredevils,Mumbai Indians,0,0
239,2011,Kings XI Punjab,Pune Warriors,0,0
240,2011,Kolkata Knight Riders,Deccan Chargers,0.6,0.4
241,2011,Delhi Daredevils,Rajasthan Royals,0.5,0.5
242,2011,Royal Challengers Bangalore,Mumbai Indians,0.5,0.5
243,2011,Chennai Super Kings,Kings XI Punjab,1,0
244,2011,Kochi Tuskers Kerala,Pune Warriors,0,0
245,2011,Deccan Chargers,Royal Challengers Bangalore,0.6,0.4
246,2011,Rajasthan Royals,Kolkata Knight Riders,0.5,0.5
247,2011,Mumbai Indians,Kochi Tuskers Kerala,0,0
248,2011,Chennai Super Kings,Royal Challengers Bangalore,0.5,0.5
249,2011,Deccan Chargers,Kings XI Punjab,0,1
250,2011,Pune Warriors,Delhi Daredevils,0,0
251,2011,Rajasthan Royals,Kolkata Knight Riders,0.5,0.5
252,2011,Chennai Super Kings,Kochi Tuskers Kerala,0,0
253,2011,Deccan Chargers,Delhi Daredevils,0.5,0.5
254,2011,Pune Warriors,Mumbai Indians,0,0
255,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,0,0
256,2011,Kings XI Punjab,Rajasthan Royals,0.5,0.5
257,2011,Mumbai Indians,Chennai Super Kings,0.5,0.5
258,2011,Kolkata Knight Riders,Royal Challengers Bangalore,0.4,0.6
259,2011,Delhi Daredevils,Kings XI Punjab,0,1
260,2011,Mumbai Indians,Deccan Chargers,0.25,0.75
261,2011,Kochi Tuskers Kerala,Rajasthan Royals,0,0
262,2011,Chennai Super Kings,Pune Warriors,0,0
263,2011,Delhi Daredevils,Royal Challengers Bangalore,0.6,0.4
264,2011,Pune Warriors,Chennai Super Kings,0,0
265,2011,Deccan Chargers,Kochi Tuskers Kerala,0,0
266,2011,Kolkata Knight Riders,Delhi Daredevils,0.5,0.5
267,2011,Mumbai Indians,Rajasthan Royals,0.3,0.7
268,2011,Royal Challengers Bangalore,Pune Warriors,0,0
269,2011,Delhi Daredevils,Kochi Tuskers Kerala,0,0
270,2011,Kings XI Punjab,Kolkata Knight Riders,0.3,0.7
271,2011,Pune Warriors,Rajasthan Royals,0,0
272,2011,Chennai Super Kings,Deccan Chargers,0.4,0.6
273,2011,Mumbai Indians,Kings XI Punjab,0,1
274,2011,Delhi Daredevils,Kochi Tuskers Kerala,0,0
275,2011,Kolkata Knight Riders,Deccan Chargers,0.6,0.4
276,2011,Rajasthan Royals,Chennai Super Kings,0.7,0.3
277,2011,Mumbai Indians,Pune Warriors,0,0
278,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,0,0
279,2011,Deccan Chargers,Delhi Daredevils,0.5,0.5
280,2011,Royal Challengers Bangalore,Kings XI Punjab,0.25,0.75
281,2011,Chennai Super Kings,Kolkata Knight Riders,0.5,0.5
282,2011,Mumbai Indians,Delhi Daredevils,0.5,0.5
283,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,0,0
284,2011,Kings XI Punjab,Pune Warriors,0,0
285,2011,Chennai Super Kings,Rajasthan Royals,0.5,0.5
286,2011,Deccan Chargers,Pune Warriors,0,0
287,2011,Kings XI Punjab,Mumbai Indians,0.6,0.4
288,2011,Rajasthan Royals,Royal Challengers Bangalore,0.3,0.7
289,2011,Chennai Super Kings,Delhi Daredevils,0.4,0.6
290,2011,Kochi Tuskers Kerala,Kings XI Punjab,0,0
291,2011,Kolkata Knight Riders,Royal Challengers Bangalore,0.4,0.6
292,2011,Deccan Chargers,Mumbai Indians,1,0
293,2011,Kings XI Punjab,Delhi Daredevils,0,1
294,2011,Rajasthan Royals,Kochi Tuskers Kerala,0,0
295,2011,Pune Warriors,Deccan Chargers,0,0
296,2011,Kings XI Punjab,Royal Challengers Bangalore,0,1
297,2011,Chennai Super Kings,Kochi Tuskers Kerala,0,0
298,2011,Pune Warriors,Kolkata Knight Riders,0,0
299,2011,Mumbai Indians,Rajasthan Royals,0.7,0.3
300,2011,Deccan Chargers,Kings XI Punjab,0.25,0.75
301,2011,Delhi Daredevils,Pune Warriors,0,0
302,2011,Chennai Super Kings,Royal Challengers Bangalore,0,1
303,2011,Kolkata Knight Riders,Mumbai Indians,0,1
304,2011,Royal Challengers Bangalore,Chennai Super Kings,0.7,0.3
305,2011,Kolkata Knight Riders,Mumbai Indians,0,1
306,2011,Royal Challengers Bangalore,Mumbai Indians,0,1
307,2011,Chennai Super Kings,Royal Challengers Bangalore,0.5,0.5
175,2010,Kolkata Knight Riders,Deccan Chargers,0.3,0.7
176,2010,Mumbai Indians,Rajasthan Royals,0,1
177,2010,Kings XI Punjab,Delhi Daredevils,0,1
178,2010,Royal Challengers Bangalore,Kolkata Knight Riders,0,0
179,2010,Deccan Chargers,Chennai Super Kings,0,1
180,2010,Rajasthan Royals,Delhi Daredevils,0,1
181,2010,Kings XI Punjab,Royal Challengers Bangalore,0.5,0.5
182,2010,Chennai Super Kings,Kolkata Knight Riders,0,0
183,2010,Mumbai Indians,Delhi Daredevils,0.25,0.75
184,2010,Rajasthan Royals,Royal Challengers Bangalore,1,0
185,2010,Delhi Daredevils,Chennai Super Kings,0.5,0.5
186,2010,Deccan Chargers,Kings XI Punjab,0,1
187,2010,Rajasthan Royals,Kolkata Knight Riders,0.6,0.4
188,2010,Mumbai Indians,Royal Challengers Bangalore,0.4,0.6
189,2010,Deccan Chargers,Delhi Daredevils,0,1
190,2010,Kings XI Punjab,Chennai Super Kings,0,1
191,2010,Kolkata Knight Riders,Mumbai Indians,0,1
192,2010,Royal Challengers Bangalore,Chennai Super Kings,1,0
193,2010,Rajasthan Royals,Kings XI Punjab,1,0
194,2010,Chennai Super Kings,Mumbai Indians,0.5,0.5
195,2010,Deccan Chargers,Rajasthan Royals,0.3,0.7
196,2010,Kolkata Knight Riders,Kings XI Punjab,0,1
197,2010,Delhi Daredevils,Royal Challengers Bangalore,0.5,0.5
198,2010,Rajasthan Royals,Chennai Super Kings,0.5,0.5
199,2010,Mumbai Indians,Deccan Chargers,0.5,0.5
200,2010,Delhi Daredevils,Kolkata Knight Riders,0,0
201,2010,Kings XI Punjab,Mumbai Indians,0.7,0.3
202,2010,Royal Challengers Bangalore,Chennai Super Kings,1,0
203,2010,Delhi Daredevils,Rajasthan Royals,0,0
204,2010,Kolkata Knight Riders,Deccan Chargers,0.3,0.7
205,2010,Kings XI Punjab,Royal Challengers Bangalore,0,0
206,2010,Chennai Super Kings,Rajasthan Royals,0.3,0.7
207,2010,Mumbai Indians,Deccan Chargers,0.5,0.5
208,2010,Kolkata Knight Riders,Kings XI Punjab,0,1
209,2010,Delhi Daredevils,Royal Challengers Bangalore,0.5,0.5
210,2010,Rajasthan Royals,Deccan Chargers,0,0
211,2010,Chennai Super Kings,Mumbai Indians,0.5,0.5
212,2010,Kings XI Punjab,Rajasthan Royals,0.7,0.3
213,2010,Kolkata Knight Riders,Delhi Daredevils,0.3,0.7
214,2010,Royal Challengers Bangalore,Deccan Chargers,1,0
215,2010,Mumbai Indians,Kings XI Punjab,0,0
216,2010,Chennai Super Kings,Deccan Chargers,0.3,0.7
217,2010,Kolkata Knight Riders,Royal Challengers Bangalore,0.5,0.5
218,2010,Delhi Daredevils,Kings XI Punjab,0,1
219,2010,Mumbai Indians,Rajasthan Royals,0,1
220,2010,Deccan Chargers,Royal Challengers Bangalore,0.7,0.3
221,2010,Mumbai Indians,Delhi Daredevils,1,0
222,2010,Kolkata Knight Riders,Chennai Super Kings,0,1
223,2010,Rajasthan Royals,Royal Challengers Bangalore,1,0
224,2010,Chennai Super Kings,Delhi Daredevils,0.4,0.6
225,2010,Kings XI Punjab,Deccan Chargers,1,0
226,2010,Mumbai Indians,Royal Challengers Bangalore,0.3,0.7
227,2010,Rajasthan Royals,Kolkata Knight Riders,0.6,0.4
228,2010,Kings XI Punjab,Chennai Super Kings,0,1
229,2010,Deccan Chargers,Delhi Daredevils,0.4,0.6
230,2010,Mumbai Indians,Kolkata Knight Riders,1,0
231,2010,Mumbai Indians,Royal Challengers Bangalore,0.3,0.7
232,2010,Chennai Super Kings,Deccan Chargers,0.3,0.7
233,2010,Deccan Chargers,Royal Challengers Bangalore,0.3,0.7
234,2010,Chennai Super Kings,Mumbai Indians,0.5,0.5
118,2009,Mumbai Indians,Chennai Super Kings,0,0
119,2009,Royal Challengers Bangalore,Rajasthan Royals,1,0
120,2009,Kings XI Punjab,Delhi Daredevils,0,0
121,2009,Kolkata Knight Riders,Deccan Chargers,1,0
122,2009,Chennai Super Kings,Royal Challengers Bangalore,1,0
123,2009,Kings XI Punjab,Kolkata Knight Riders,0.5,0.5
124,2009,Deccan Chargers,Royal Challengers Bangalore,0,1
125,2009,Delhi Daredevils,Chennai Super Kings,0,1
126,2009,Rajasthan Royals,Kolkata Knight Riders,1,0
127,2009,Royal Challengers Bangalore,Kings XI Punjab,0,1
128,2009,Deccan Chargers,Mumbai Indians,0,0
129,2009,Royal Challengers Bangalore,Delhi Daredevils,0,1
130,2009,Kings XI Punjab,Rajasthan Royals,0,1
131,2009,Chennai Super Kings,Deccan Chargers,0,0
132,2009,Mumbai Indians,Kolkata Knight Riders,0,1
133,2009,Delhi Daredevils,Rajasthan Royals,0,1
134,2009,Kolkata Knight Riders,Royal Challengers Bangalore,1,0
135,2009,Kings XI Punjab,Mumbai Indians,0,1
136,2009,Deccan Chargers,Delhi Daredevils,0,1
137,2009,Chennai Super Kings,Rajasthan Royals,0,1
138,2009,Mumbai Indians,Kolkata Knight Riders,0,0
139,2009,Royal Challengers Bangalore,Kings XI Punjab,0,1
140,2009,Deccan Chargers,Rajasthan Royals,0,1
141,2009,Chennai Super Kings,Delhi Daredevils,0,0
142,2009,Kolkata Knight Riders,Kings XI Punjab,0,1
143,2009,Mumbai Indians,Royal Challengers Bangalore,0,1
144,2009,Chennai Super Kings,Deccan Chargers,0,1
145,2009,Rajasthan Royals,Kings XI Punjab,0,0
146,2009,Kolkata Knight Riders,Delhi Daredevils,1,0
147,2009,Deccan Chargers,Mumbai Indians,1,0
148,2009,Royal Challengers Bangalore,Rajasthan Royals,1,0
149,2009,Chennai Super Kings,Kings XI Punjab,1,0
150,2009,Mumbai Indians,Delhi Daredevils,0.5,0.5
151,2009,Deccan Chargers,Kings XI Punjab,0,1
152,2009,Rajasthan Royals,Chennai Super Kings,1,0
153,2009,Mumbai Indians,Royal Challengers Bangalore,0,1
154,2009,Kolkata Knight Riders,Delhi Daredevils,1,0
155,2009,Deccan Chargers,Rajasthan Royals,0,1
156,2009,Kolkata Knight Riders,Royal Challengers Bangalore,1,0
157,2009,Kings XI Punjab,Mumbai Indians,1,0
158,2009,Delhi Daredevils,Deccan Chargers,1,0
159,2009,Chennai Super Kings,Royal Challengers Bangalore,1,0
160,2009,Rajasthan Royals,Mumbai Indians,1,0
161,2009,Delhi Daredevils,Kings XI Punjab,0,1
162,2009,Mumbai Indians,Chennai Super Kings,0,0
163,2009,Kolkata Knight Riders,Deccan Chargers,1,0
164,2009,Kings XI Punjab,Deccan Chargers,0,0
165,2009,Delhi Daredevils,Rajasthan Royals,0,1
166,2009,Chennai Super Kings,Kolkata Knight Riders,0,0
167,2009,Delhi Daredevils,Royal Challengers Bangalore,1,0
168,2009,Rajasthan Royals,Kolkata Knight Riders,1,0
169,2009,Chennai Super Kings,Kings XI Punjab,1,0
170,2009,Mumbai Indians,Delhi Daredevils,0.5,0.5
171,2009,Royal Challengers Bangalore,Deccan Chargers,1,0
172,2009,Delhi Daredevils,Deccan Chargers,1,0
173,2009,Chennai Super Kings,Royal Challengers Bangalore,1,0
174,2009,Deccan Chargers,Royal Challengers Bangalore,0,1
703,2008,Royal Challengers Bangalore,Sunrisers Hyderabad,0,0
704,2008,Royal Challengers Bangalore,Delhi Daredevils,0,0
705,2008,Royal Challengers Bangalore,Kings XI Punjab,0,0
706,2008,Royal Challengers Bangalore,Mumbai Indians,0,0
707,2008,Royal Challengers Bangalore,Rising Pune Supergiants,0,0
708,2008,Royal Challengers Bangalore,Gujarat Lions,0,0
709,2008,Royal Challengers Bangalore,Kolkata Knight Riders,0,0
710,2008,Royal Challengers Bangalore,Chennai Super Kings,0,0
711,2008,Royal Challengers Bangalore,Rajasthan Royals,0,0
712,2008,Royal Challengers Bangalore,Deccan Chargers,0,0
713,2008,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,0
714,2008,Royal Challengers Bangalore,Pune Warriors,0,0
715,2008,Sunrisers Hyderabad,Delhi Daredevils,0,0
716,2008,Sunrisers Hyderabad,Kings XI Punjab,0,0
717,2008,Sunrisers Hyderabad,Mumbai Indians,0,0
718,2008,Sunrisers Hyderabad,Rising Pune Supergiants,0,0
719,2008,Sunrisers Hyderabad,Gujarat Lions,0,0
720,2008,Sunrisers Hyderabad,Kolkata Knight Riders,0,0
721,2008,Sunrisers Hyderabad,Chennai Super Kings,0,0
722,2008,Sunrisers Hyderabad,Rajasthan Royals,0,0
723,2008,Sunrisers Hyderabad,Deccan Chargers,0,0
724,2008,Sunrisers Hyderabad,Kochi Tuskers Kerala,0,0
725,2008,Sunrisers Hyderabad,Pune Warriors,0,0
726,2008,Delhi Daredevils,Kings XI Punjab,0,0
727,2008,Delhi Daredevils,Mumbai Indians,0,0
728,2008,Delhi Daredevils,Rising Pune Supergiants,0,0
729,2008,Delhi Daredevils,Gujarat Lions,0,0
730,2008,Delhi Daredevils,Kolkata Knight Riders,0,0
731,2008,Delhi Daredevils,Chennai Super Kings,0,0
732,2008,Delhi Daredevils,Rajasthan Royals,0,0
733,2008,Delhi Daredevils,Deccan Chargers,0,0
734,2008,Delhi Daredevils,Kochi Tuskers Kerala,0,0
735,2008,Delhi Daredevils,Pune Warriors,0,0
736,2008,Kings XI Punjab,Mumbai Indians,0,0
737,2008,Kings XI Punjab,Rising Pune Supergiants,0,0
738,2008,Kings XI Punjab,Gujarat Lions,0,0
739,2008,Kings XI Punjab,Kolkata Knight Riders,0,0
740,2008,Kings XI Punjab,Chennai Super Kings,0,0
741,2008,Kings XI Punjab,Rajasthan Royals,0,0
742,2008,Kings XI Punjab,Deccan Chargers,0,0
743,2008,Kings XI Punjab,Kochi Tuskers Kerala,0,0
744,2008,Kings XI Punjab,Pune Warriors,0,0
745,2008,Mumbai Indians,Rising Pune Supergiants,0,0
746,2008,Mumbai Indians,Gujarat Lions,0,0
747,2008,Mumbai Indians,Kolkata Knight Riders,0,0
748,2008,Mumbai Indians,Chennai Super Kings,0,0
749,2008,Mumbai Indians,Rajasthan Royals,0,0
750,2008,Mumbai Indians,Deccan Chargers,0,0
751,2008,Mumbai Indians,Kochi Tuskers Kerala,0,0
752,2008,Mumbai Indians,Pune Warriors,0,0
753,2008,Rising Pune Supergiants,Gujarat Lions,0,0
754,2008,Rising Pune Supergiants,Kolkata Knight Riders,0,0
755,2008,Rising Pune Supergiants,Chennai Super Kings,0,0
756,2008,Rising Pune Supergiants,Rajasthan Royals,0,0
757,2008,Rising Pune Supergiants,Deccan Chargers,0,0
758,2008,Rising Pune Supergiants,Kochi Tuskers Kerala,0,0
759,2008,Rising Pune Supergiants,Pune Warriors,0,0
760,2008,Gujarat Lions,Kolkata Knight Riders,0,0
761,2008,Gujarat Lions,Chennai Super Kings,0,0
762,2008,Gujarat Lions,Rajasthan Royals,0,0
763,2008,Gujarat Lions,Deccan Chargers,0,0
764,2008,Gujarat Lions,Kochi Tuskers Kerala,0,0
765,2008,Gujarat Lions,Pune Warriors,0,0
766,2008,Kolkata Knight Riders,Chennai Super Kings,0,0
767,2008,Kolkata Knight Riders,Rajasthan Royals,0,0
768,2008,Kolkata Knight Riders,Deccan Chargers,0,0
769,2008,Kolkata Knight Riders,Kochi Tuskers Kerala,0,0
770,2008,Kolkata Knight Riders,Pune Warriors,0,0
771,2008,Chennai Super Kings,Rajasthan Royals,0,0
772,2008,Chennai Super Kings,Deccan Chargers,0,0
773,2008,Chennai Super Kings,Kochi Tuskers Kerala,0,0
774,2008,Chennai Super Kings,Pune Warriors,0,0
775,2008,Rajasthan Royals,Deccan Chargers,0,0
776,2008,Rajasthan Royals,Kochi Tuskers Kerala,0,0
777,2008,Rajasthan Royals,Pune Warriors,0,0
778,2008,Deccan Chargers,Kochi Tuskers Kerala,0,0
779,2008,Deccan Chargers,Pune Warriors,0,0
780,2008,Kochi Tuskers Kerala,Pune Warriors,0,0
781,2018,Royal Challengers Bangalore,Sunrisers Hyderabad,0.4,0.6
782,2018,Royal Challengers Bangalore,Delhi Daredevils,0.67,0.33
783,2018,Royal Challengers Bangalore,Kings XI Punjab,0.35,0.65
784,2018,Royal Challengers Bangalore,Mumbai Indians,0.38,0.62
785,2018,Royal Challengers Bangalore,Rising Pune Supergiants,1,0
786,2018,Royal Challengers Bangalore,Gujarat Lions,0.6,0.4
787,2018,Royal Challengers Bangalore,Kolkata Knight Riders,0.45,0.55
788,2018,Royal Challengers Bangalore,Chennai Super Kings,0.37,0.63
789,2018,Royal Challengers Bangalore,Rajasthan Royals,0.53,0.47
790,2018,Royal Challengers Bangalore,Deccan Chargers,0.45,0.55
791,2018,Royal Challengers Bangalore,Kochi Tuskers Kerala,0,1
792,2018,Royal Challengers Bangalore,Pune Warriors,1,0
793,2018,Sunrisers Hyderabad,Delhi Daredevils,0.6,0.4
794,2018,Sunrisers Hyderabad,Kings XI Punjab,0.8,0.2
795,2018,Sunrisers Hyderabad,Mumbai Indians,0.5,0.5
796,2018,Sunrisers Hyderabad,Rising Pune Supergiants,0.5,0.5
797,2018,Sunrisers Hyderabad,Gujarat Lions,1,0
798,2018,Sunrisers Hyderabad,Kolkata Knight Riders,0.33,0.67
799,2018,Sunrisers Hyderabad,Chennai Super Kings,0.33,0.67
800,2018,Sunrisers Hyderabad,Rajasthan Royals,0.43,0.57
801,2018,Sunrisers Hyderabad,Deccan Chargers,0,0
802,2018,Sunrisers Hyderabad,Kochi Tuskers Kerala,0,0
803,2018,Sunrisers Hyderabad,Pune Warriors,1,0
804,2018,Delhi Daredevils,Kings XI Punjab,0.45,0.55
805,2018,Delhi Daredevils,Mumbai Indians,0.45,0.55
806,2018,Delhi Daredevils,Rising Pune Supergiants,0,1
807,2018,Delhi Daredevils,Gujarat Lions,0.75,0.25
808,2018,Delhi Daredevils,Kolkata Knight Riders,0.37,0.63
809,2018,Delhi Daredevils,Chennai Super Kings,0.31,0.69
810,2018,Delhi Daredevils,Rajasthan Royals,0.375,0.625
811,2018,Delhi Daredevils,Deccan Chargers,0.64,0.36
812,2018,Delhi Daredevils,Kochi Tuskers Kerala,0.5,0.5
813,2018,Delhi Daredevils,Pune Warriors,0.6,0.4
814,2018,Kings XI Punjab,Mumbai Indians,0.5,0.5
815,2018,Kings XI Punjab,Rising Pune Supergiants,0.5,0.5
816,2018,Kings XI Punjab,Gujarat Lions,0.5,0.5
817,2018,Kings XI Punjab,Kolkata Knight Riders,0.3,0.7
818,2018,Kings XI Punjab,Chennai Super Kings,0.41,0.59
819,2018,Kings XI Punjab,Rajasthan Royals,0.4,0.6
820,2018,Kings XI Punjab,Deccan Chargers,0.7,0.3
821,2018,Kings XI Punjab,Kochi Tuskers Kerala,1,0
822,2018,Kings XI Punjab,Pune Warriors,0.5,0.5
823,2018,Mumbai Indians,Rising Pune Supergiants,0.5,0.5
824,2018,Mumbai Indians,Gujarat Lions,0.5,0.5
825,2018,Mumbai Indians,Kolkata Knight Riders,0.76,0.24
826,2018,Mumbai Indians,Chennai Super Kings,0.56,0.44
827,2018,Mumbai Indians,Rajasthan Royals,0.625,0.375
828,2018,Mumbai Indians,Deccan Chargers,0.6,0.4
829,2018,Mumbai Indians,Kochi Tuskers Kerala,0,1
830,2018,Mumbai Indians,Pune Warriors,0.83,0.17
831,2018,Rising Pune Supergiants,Gujarat Lions,0,1
832,2018,Rising Pune Supergiants,Kolkata Knight Riders,0,1
833,2018,Rising Pune Supergiants,Chennai Super Kings,0,0
834,2018,Rising Pune Supergiants,Rajasthan Royals,0,0
835,2018,Rising Pune Supergiants,Deccan Chargers,0,0
836,2018,Rising Pune Supergiants,Kochi Tuskers Kerala,0,0
837,2018,Rising Pune Supergiants,Pune Warriors,0,0
838,2018,Gujarat Lions,Kolkata Knight Riders,0.75,0.25
839,2018,Gujarat Lions,Chennai Super Kings,0,0
840,2018,Gujarat Lions,Rajasthan Royals,0,0
841,2018,Gujarat Lions,Deccan Chargers,0,0
842,2018,Gujarat Lions,Kochi Tuskers Kerala,0,0
843,2018,Gujarat Lions,Pune Warriors,0,0
844,2018,Kolkata Knight Riders,Chennai Super Kings,0.375,0.625
845,2018,Kolkata Knight Riders,Rajasthan Royals,0.4,0.6
846,2018,Kolkata Knight Riders,Deccan Chargers,0.78,0.22
847,2018,Kolkata Knight Riders,Kochi Tuskers Kerala,0,1
848,2018,Kolkata Knight Riders,Pune Warriors,0.8,0.2
849,2018,Chennai Super Kings,Rajasthan Royals,0.65,0.35
850,2018,Chennai Super Kings,Deccan Chargers,0.6,0.4
851,2018,Chennai Super Kings,Kochi Tuskers Kerala,0.5,0.5
852,2018,Chennai Super Kings,Pune Warriors,0.67,0.33
853,2018,Rajasthan Royals,Deccan Chargers,0.78,0.22
854,2018,Rajasthan Royals,Kochi Tuskers Kerala,0.5,0.5
855,2018,Rajasthan Royals,Pune Warriors,0.8,0.2
856,2018,Deccan Chargers,Kochi Tuskers Kerala,1,0
857,2018,Deccan Chargers,Pune Warriors,0.75,0.25
858,2018,Kochi Tuskers Kerala,Pune Warriors,0,1
859,2019,Royal Challengers Bangalore,Sunrisers Hyderabad,0.42,0.58
860,2019,Royal Challengers Bangalore,Delhi Daredevils,0.67,0.33
861,2019,Royal Challengers Bangalore,Kings XI Punjab,0.45,0.55
862,2019,Royal Challengers Bangalore,Mumbai Indians,0.39,0.61
863,2019,Royal Challengers Bangalore,Rising Pune Supergiants,1,0
864,2019,Royal Challengers Bangalore,Gujarat Lions,0.6,0.4
865,2019,Royal Challengers Bangalore,Kolkata Knight Riders,0.41,0.59
866,2019,Royal Challengers Bangalore,Chennai Super Kings,0.33,0.67
867,2019,Royal Challengers Bangalore,Rajasthan Royals,0.47,0.53
868,2019,Royal Challengers Bangalore,Deccan Chargers,0.45,0.55
869,2019,Royal Challengers Bangalore,Kochi Tuskers Kerala,1,0
870,2019,Royal Challengers Bangalore,Pune Warriors,1,0
871,2019,Sunrisers Hyderabad,Delhi Daredevils,0.67,0.33
872,2019,Sunrisers Hyderabad,Kings XI Punjab,0.75,0.25
873,2019,Sunrisers Hyderabad,Mumbai Indians,0.58,0.42
874,2019,Sunrisers Hyderabad,Rising Pune Supergiants,0.5,0.5
875,2019,Sunrisers Hyderabad,Gujarat Lions,1,0
876,2019,Sunrisers Hyderabad,Kolkata Knight Riders,0.4,0.6
877,2019,Sunrisers Hyderabad,Chennai Super Kings,0.2,0.8
878,2019,Sunrisers Hyderabad,Rajasthan Royals,0.56,0.44
879,2019,Sunrisers Hyderabad,Deccan Chargers,0,0
880,2019,Sunrisers Hyderabad,Kochi Tuskers Kerala,0,0
881,2019,Sunrisers Hyderabad,Pune Warriors,1,0
882,2019,Delhi Daredevils,Kings XI Punjab,0.41,0.59
883,2019,Delhi Daredevils,Mumbai Indians,0.5,0.5
884,2019,Delhi Daredevils,Rising Pune Supergiants,0,1
885,2019,Delhi Daredevils,Gujarat Lions,0.75,0.25
886,2019,Delhi Daredevils,Kolkata Knight Riders,0.38,0.62
887,2019,Delhi Daredevils,Chennai Super Kings,0.33,0.67
888,2019,Delhi Daredevils,Rajasthan Royals,0.39,0.61
889,2019,Delhi Daredevils,Deccan Chargers,0.64,0.36
890,2019,Delhi Daredevils,Kochi Tuskers Kerala,0.5,0.5
891,2019,Delhi Daredevils,Pune Warriors,0.6,0.4
892,2019,Kings XI Punjab,Mumbai Indians,0.45,0.55
893,2019,Kings XI Punjab,Rising Pune Supergiants,0.5,0.5
894,2019,Kings XI Punjab,Gujarat Lions,0.5,0.5
895,2019,Kings XI Punjab,Kolkata Knight Riders,0.35,0.65
896,2019,Kings XI Punjab,Chennai Super Kings,0.42,0.58
897,2019,Kings XI Punjab,Rajasthan Royals,0.41,0.59
898,2019,Kings XI Punjab,Deccan Chargers,0.7,0.3
899,2019,Kings XI Punjab,Kochi Tuskers Kerala,1,0
900,2019,Kings XI Punjab,Pune Warriors,0.5,0.5
901,2019,Mumbai Indians,Rising Pune Supergiants,0.5,0.5
902,2019,Mumbai Indians,Gujarat Lions,0.5,0.5
903,2019,Mumbai Indians,Kolkata Knight Riders,0.78,0.22
904,2019,Mumbai Indians,Chennai Super Kings,0.54,0.46
905,2019,Mumbai Indians,Rajasthan Royals,0.55,0.45
906,2019,Mumbai Indians,Deccan Chargers,0.6,0.4
907,2019,Mumbai Indians,Kochi Tuskers Kerala,0,1
908,2019,Mumbai Indians,Pune Warriors,0.83,0.17
909,2019,Rising Pune Supergiants,Gujarat Lions,0,1
910,2019,Rising Pune Supergiants,Kolkata Knight Riders,0,1
911,2019,Rising Pune Supergiants,Chennai Super Kings,0,0
912,2019,Rising Pune Supergiants,Rajasthan Royals,0,0
