id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B)
263,2011,Delhi,2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,V Kohli,Feroz Shah Kotla,S Asnani,RJ Tucker,,523,501,449,595,0.5652173913043478,0.42105263157894735,42,65,-0.44799999999999995,0.326,855.5,855.5,0.6,0.4
264,2011,Mumbai,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,0,8,DE Bollinger,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,546,602,654,441,0.0,0.5909090909090909,37,28,-0.134,0.44299999999999995,623.0,685.0,0.0,0.0
265,2011,Kochi,2011-04-27,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55,0,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill,,479,422,691,414,0.5,0.0,20,29,0.222,-0.324,614.0,576.0,0.0,0.0
266,2011,Delhi,2011-04-28,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17,0,MK Tiwary,Feroz Shah Kotla,PR Reiffel,RJ Tucker,,523,523,491,449,0.45,0.5652173913043478,42,41,0.433,-0.44799999999999995,690.5,855.5,0.5,0.5
267,2011,Jaipur,2011-04-29,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,,575,553,402,384,0.5652173913043478,0.6666666666666666,31,18,0.04,-0.691,748.5,593.5,0.7,0.3
268,2011,Bangalore,2011-04-29,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26,0,V Kohli,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,501,546,595,654,0.42105263157894735,0.0,57,42,0.326,-0.134,855.5,623.0,0.0,0.0
269,2011,Kochi,2011-04-30,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38,0,V Sehwag,Nehru Stadium,HDPK Dharmasena,AL Hill,,523,422,449,414,0.5652173913043478,0.0,34,37,-0.44799999999999995,-0.324,855.5,576.0,0.0,0.0
270,2011,Kolkata,2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,Iqbal Abdulla,Eden Gardens,AM Saheba,SL Shastri,,436,523,523,491,0.42105263157894735,0.45,40,45,-0.051,0.433,693.0,690.5,0.3,0.7
271,2011,Jaipur,2011-05-01,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,LRPL Taylor,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel,,546,553,654,384,0.0,0.6666666666666666,49,34,-0.134,-0.691,623.0,593.5,0.0,0.0
272,2011,Chennai,2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,,602,479,441,691,0.5909090909090909,0.5,34,64,0.44299999999999995,0.222,685.0,614.0,0.4,0.6
273,2011,Mumbai,2011-05-02,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23,0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,PR Reiffel,,575,436,402,523,0.5652173913043478,0.42105263157894735,35,24,0.04,-0.051,748.5,693.0,0.4,0.6
274,2011,Delhi,2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,7,P Parameswaran,Feroz Shah Kotla,Asad Rauf,SL Shastri,,523,422,449,414,0.5652173913043478,0.0,42,67,-0.44799999999999995,-0.324,855.5,576.0,0.0,0.0
275,2011,Hyderabad,2011-05-03,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20,0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker,,523,479,491,691,0.45,0.5,41,41,0.433,0.222,690.5,614.0,0.6,0.4
276,2011,Chennai,2011-05-04,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,MEK Hussey,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin,,553,602,384,441,0.6666666666666666,0.5909090909090909,47,43,-0.691,0.44299999999999995,593.5,685.0,0.5,0.5
277,2011,Mumbai,2011-05-04,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,21,0,R Sharma,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel,,575,546,402,654,0.5652173913043478,0.0,49,31,0.04,-0.134,748.5,623.0,0.0,0.0
278,2011,Kochi,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,BJ Hodge,Nehru Stadium,S Ravi,RJ Tucker,,422,523,414,491,0.0,0.45,35,43,-0.324,0.433,576.0,690.5,0.0,0.0
279,2011,Hyderabad,2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,,479,523,691,449,0.5,0.5652173913043478,43,29,0.222,-0.44799999999999995,614.0,855.5,0.5,0.5
280,2011,Bangalore,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,,501,436,595,523,0.42105263157894735,0.42105263157894735,48,38,0.326,-0.051,855.5,693.0,0.25,0.75
281,2011,Kolkata,2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10,0,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel,,602,523,441,491,0.5909090909090909,0.45,15,33,0.44299999999999995,0.433,685.0,690.5,0.5,0.5
282,2011,Mumbai,2011-05-07,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32,0,AT Rayudu,Wankhede Stadium,K Hariharan,SJA Taufel,,575,523,402,449,0.5652173913043478,0.5652173913043478,50,23,0.04,-0.44799999999999995,748.5,855.5,0.5,0.5
283,2011,Bangalore,2011-05-08,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,422,501,414,595,0.0,0.42105263157894735,49,79,-0.324,0.326,576.0,855.5,0.0,0.0
284,2011,Chandigarh,2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,R Sharma,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,,436,546,523,654,0.42105263157894735,0.0,34,40,-0.051,-0.134,693.0,623.0,0.0,0.0
285,2011,Jaipur,2011-05-09,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,,602,553,441,384,0.5909090909090909,0.6666666666666666,55,48,0.44299999999999995,-0.691,685.0,593.5,0.5,0.5
286,2011,Hyderabad,2011-05-10,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,0,6,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,,479,546,691,654,0.5,0.0,50,52,0.222,-0.134,614.0,623.0,0.0,0.0
287,2011,Chandigarh,2011-05-10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,76,0,BA Bhatt,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,,436,575,523,402,0.42105263157894735,0.5652173913043478,39,33,-0.051,0.04,693.0,748.5,0.6,0.4
288,2011,Jaipur,2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,S Aravind,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan,,553,501,384,595,0.6666666666666666,0.42105263157894735,43,66,-0.691,0.326,593.5,855.5,0.3,0.7
289,2011,Chennai,2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,,602,523,441,449,0.5909090909090909,0.5652173913043478,42,52,0.44299999999999995,-0.44799999999999995,685.0,855.5,0.4,0.6
290,2011,Indore,2011-05-13,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KD Karthik,Holkar Cricket Stadium,S Asnani,RJ Tucker,,422,436,414,523,0.0,0.42105263157894735,62,49,-0.324,-0.051,576.0,693.0,0.0,0.0
291,2011,Bangalore,2011-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0,4,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,,523,501,491,595,0.45,0.42105263157894735,33,65,0.433,0.326,690.5,855.5,0.4,0.6
292,2011,Mumbai,2011-05-14,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,A Mishra,Wankhede Stadium,S Ravi,SK Tarapore,,479,575,691,402,0.5,0.5652173913043478,32,26,0.222,0.04,614.0,748.5,1.0,0.0
293,2011,Dharamsala,2011-05-15,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,29,0,PP Chawla,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri,,436,523,523,449,0.42105263157894735,0.5652173913043478,43,42,-0.051,-0.44799999999999995,693.0,855.5,0.0,1.0
294,2011,Indore,2011-05-15,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BJ Hodge,Holkar Cricket Stadium,PR Reiffel,RJ Tucker,,553,422,384,414,0.6666666666666666,0.0,32,87,-0.691,-0.324,593.5,576.0,0.0,0.0
295,2011,Mumbai,2011-05-16,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,A Mishra,Dr DY Patil Sports Academy,S Ravi,SK Tarapore,,546,479,654,691,0.0,0.5,39,57,-0.134,0.222,623.0,614.0,0.0,0.0
296,2011,Dharamsala,2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,111,0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,,436,501,523,595,0.42105263157894735,0.42105263157894735,30,34,-0.051,0.326,693.0,855.5,0.75,0.25
297,2011,Chennai,2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,11,0,WP Saha,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RE Koertzen,,602,422,441,414,0.5909090909090909,0.0,41,40,0.44299999999999995,-0.324,685.0,576.0,0.0,0.0
298,2011,Mumbai,2011-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,YK Pathan,Dr DY Patil Sports Academy,S Ravi,SJA Taufel,,546,523,654,491,0.0,0.45,29,44,-0.134,0.433,623.0,690.5,0.0,0.0
299,2011,Mumbai,2011-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,10,SR Watson,Wankhede Stadium,RE Koertzen,PR Reiffel,,575,553,402,384,0.5652173913043478,0.6666666666666666,26,52,0.04,-0.691,748.5,593.5,0.7,0.3
300,2011,Dharamsala,2011-05-21,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,82,0,S Dhawan,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,,479,436,691,523,0.5,0.42105263157894735,58,45,0.222,-0.051,614.0,693.0,0.25,0.75
301,2011,Delhi,2011-05-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,0,,0,0,,Feroz Shah Kotla,SS Hazare,RJ Tucker,,523,546,449,654,0.5652173913043478,0.0,33,0,-0.44799999999999995,-0.134,855.5,623.0,0.0,0.0
302,2011,Bangalore,2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium,K Hariharan,RE Koertzen,,602,501,441,595,0.5909090909090909,0.42105263157894735,23,44,0.44299999999999995,0.326,685.0,855.5,0.5,0.5
303,2011,Kolkata,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,JEC Franklin,Eden Gardens,SK Tarapore,SJA Taufel,,523,575,491,402,0.45,0.5652173913043478,46,54,0.433,0.04,690.5,748.5,0.0,1.0
304,2011,Mumbai,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel,,501,602,595,441,0.42105263157894735,0.5909090909090909,44,25,0.326,0.44299999999999995,855.5,685.0,0.5,0.5
305,2011,Mumbai,2011-05-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel,,523,575,491,402,0.45,0.5652173913043478,25,62,0.433,0.04,690.5,748.5,0.0,1.0
306,2011,Chennai,2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43,0,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,,501,575,595,402,0.42105263157894735,0.5652173913043478,68,52,0.326,0.04,855.5,748.5,0.0,1.0
307,2011,Chennai,2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58,0,M Vijay,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,,602,501,441,595,0.5909090909090909,0.42105263157894735,56,47,0.44299999999999995,0.326,685.0,855.5,0.5,0.5
308,2012,Chennai,2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RE Levi,"MA Chidambaram Stadium, Chepauk",JD Cloete,SJA Taufel,,541,554,519,609,0.6451612903225806,0.5517241379310345,42,53,0.1,-0.1,724.5,698.5,0.6,0.4
309,2012,Kolkata,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,IK Pathan,Eden Gardens,S Asnani,HDPK Dharmasena,,508,508,636,520,0.5185185185185185,0.5,46,48,0.561,0.617,774.5,771.0,0.0,1.0
310,2012,Mumbai,2012-04-06,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Pune Warriors,28,0,SPD Smith,Wankhede Stadium,AK Chaudhary,SJA Taufel,,458,554,405,609,0.0,0.5517241379310345,30,27,-0.551,-0.1,429.0,698.5,0.0,1.0
311,2012,Jaipur,2012-04-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31,0,AM Rahane,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,,596,661,763,665,0.6428571428571429,0.4137931034482759,57,45,0.201,-0.21600000000000005,631.0,664.0,1.0,0.0
312,2012,Bangalore,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20,0,AB de Villiers,M Chinnaswamy Stadium,S Asnani,S Ravi,,484,508,395,520,0.52,0.5,46,46,-0.022000000000000002,0.617,771.0,771.0,0.0,1.0
313,2012,Visakhapatnam,2012-04-07,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,74,0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,HDPK Dharmasena,,541,525,519,538,0.6451612903225806,0.5,44,45,0.1,-0.509,724.5,638.5,0.5,0.5
314,2012,Jaipur,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22,0,BJ Hodge,Sawai Mansingh Stadium,BF Bowden,VA Kulkarni,,596,508,763,636,0.6428571428571429,0.5185185185185185,37,27,0.201,0.561,631.0,774.5,0.42,0.57
315,2012,Pune,2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22,0,MN Samuels,Subrata Roy Sahara Stadium,S Das,SJA Taufel,,458,661,405,665,0.0,0.4137931034482759,38,19,-0.551,-0.21600000000000005,429.0,664.0,0.0,1.0
316,2012,Visakhapatnam,2012-04-09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AK Chaudhary,JD Cloete,,525,554,538,609,0.5,0.5517241379310345,45,29,-0.509,-0.1,638.5,698.5,1.0,0.0
317,2012,Bangalore,2012-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,42,0,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,508,484,636,395,0.5185185185185185,0.52,60,20,0.561,-0.022000000000000002,774.5,771.0,0.28,0.71
318,2012,Delhi,2012-04-10,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,8,M Morkel,Feroz Shah Kotla,Asad Rauf,SK Tarapore,,541,508,519,520,0.6451612903225806,0.5,41,50,0.1,0.617,724.5,771.0,0.6,0.4
319,2012,Mumbai,2012-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,27,0,KA Pollard,Wankhede Stadium,Aleem Dar,BNJ Oxenford,,554,596,609,763,0.5517241379310345,0.6428571428571429,54,44,-0.1,0.201,698.5,631.0,0.5,0.5
320,2012,Chennai,2012-04-12,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,F du Plessis,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RJ Tucker,,484,541,395,519,0.52,0.6451612903225806,56,52,-0.022000000000000002,0.1,771.0,724.5,0.5,0.5
321,2012,Chandigarh,2012-04-12,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,SK Tarapore,,458,661,405,665,0.0,0.4137931034482759,29,38,-0.551,-0.21600000000000005,429.0,664.0,0.0,1.0
322,2012,Kolkata,2012-04-13,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,5,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani,,596,508,763,636,0.6428571428571429,0.5185185185185185,45,36,0.201,0.561,631.0,774.5,0.42,0.57
324,2012,Pune,2012-04-14,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Pune Warriors,0,7,JD Ryder,Subrata Roy Sahara Stadium,Aleem Dar,BNJ Oxenford,,541,458,519,405,0.6451612903225806,0.0,50,34,0.1,-0.551,724.5,429.0,0.0,1.0
325,2012,Kolkata,2012-04-15,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,2,0,SP Narine,Eden Gardens,Asad Rauf,S Asnani,,661,508,665,636,0.4137931034482759,0.5185185185185185,43,56,-0.21600000000000005,0.561,664.0,774.5,0.25,0.75
326,2012,Bangalore,2012-04-15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Rajasthan Royals,59,0,AM Rahane,M Chinnaswamy Stadium,JD Cloete,RJ Tucker,,596,484,763,395,0.6428571428571429,0.52,26,48,0.201,-0.022000000000000002,631.0,771.0,0.25,0.75
327,2012,Mumbai,2012-04-16,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,7,S Nadeem,Wankhede Stadium,BF Bowden,SK Tarapore,,554,508,609,520,0.5517241379310345,0.5,43,54,-0.1,0.617,698.5,771.0,1.0,0.0
328,2012,Jaipur,2012-04-17,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,5,BJ Hodge,Sawai Mansingh Stadium,Aleem Dar,BNJ Oxenford,,525,596,538,763,0.5,0.6428571428571429,23,41,-0.509,0.201,638.5,631.0,0.0,1.0
329,2012,Bangalore,2012-04-17,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0,6,CH Gayle,M Chinnaswamy Stadium,S Asnani,S Das,,458,484,405,395,0.0,0.52,57,62,-0.551,-0.022000000000000002,429.0,771.0,1.0,0.0
330,2012,Chandigarh,2012-04-18,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,"Punjab Cricket Association Stadium, Mohali",JD Cloete,RJ Tucker,,661,508,665,636,0.4137931034482759,0.5185185185185185,58,42,-0.21600000000000005,0.561,664.0,774.5,0.25,0.75
323,2012,Delhi,2012-04-19,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,5,KP Pietersen,Feroz Shah Kotla,BF Bowden,SK Tarapore,,525,508,538,520,0.5,0.5,45,53,-0.509,0.617,638.5,771.0,0.5,0.5
332,2012,Chennai,2012-04-19,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,13,0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Asad Rauf,S Das,,541,458,519,405,0.6451612903225806,0.0,33,64,0.1,-0.551,724.5,429.0,0.0,1.0
333,2012,Chandigarh,2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,CH Gayle,"Punjab Cricket Association Stadium, Mohali",S Ravi,RJ Tucker,,661,484,665,395,0.4137931034482759,0.52,42,53,-0.21600000000000005,-0.022000000000000002,664.0,771.0,0.6,0.4
334,2012,Chennai,2012-04-21,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,7,F du Plessis,"MA Chidambaram Stadium, Chepauk",Aleem Dar,BNJ Oxenford,,596,541,763,519,0.6428571428571429,0.6451612903225806,41,36,0.201,0.1,631.0,724.5,0.5,0.5
335,2012,Delhi,2012-04-21,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Pune Warriors,20,0,SC Ganguly,Feroz Shah Kotla,Asad Rauf,S Das,,458,508,405,520,0.0,0.5,41,45,-0.551,0.617,429.0,771.0,0.0,1.0
336,2012,Mumbai,2012-04-22,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,6,SE Marsh,Wankhede Stadium,S Ravi,RJ Tucker,,554,661,609,665,0.5517241379310345,0.4137931034482759,52,49,-0.1,-0.21600000000000005,698.5,664.0,0.4,0.6
337,2012,Cuttack,2012-04-22,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,B Lee,Barabati Stadium,BF Bowden,SK Tarapore,,525,508,538,636,0.5,0.5185185185185185,39,48,-0.509,0.561,638.5,774.5,0.0,1.0
338,2012,Jaipur,2012-04-23,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,46,0,AB de Villiers,Sawai Mansingh Stadium,Asad Rauf,S Asnani,,484,596,395,763,0.52,0.6428571428571429,39,42,-0.022000000000000002,0.201,771.0,631.0,0.75,0.25
339,2012,Pune,2012-04-24,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,,458,508,405,520,0.0,0.5,37,48,-0.551,0.617,429.0,771.0,0.0,1.0
340,2012,Chandigarh,2012-04-25,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,4,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,BNJ Oxenford,,661,554,665,609,0.4137931034482759,0.5517241379310345,28,61,-0.21600000000000005,-0.1,664.0,698.5,0.6,0.4
341,2012,Pune,2012-04-26,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,18,0,CL White,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,,525,458,538,405,0.5,0.0,44,40,-0.509,-0.551,638.5,429.0,1.0,0.0
342,2012,Delhi,2012-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37,0,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,,508,554,520,609,0.5,0.5517241379310345,50,44,0.617,-0.1,771.0,698.5,0.0,1.0
343,2012,Chennai,2012-04-28,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7,0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore,,661,541,665,519,0.4137931034482759,0.6451612903225806,54,49,-0.21600000000000005,0.1,664.0,724.5,0.2,0.8
344,2012,Kolkata,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,47,0,G Gambhir,Eden Gardens,Asad Rauf,BR Doctrove,,508,484,636,395,0.5185185185185185,0.52,43,48,0.561,-0.022000000000000002,774.5,771.0,0.28,0.71
345,2012,Delhi,2012-04-29,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,1,0,V Sehwag,Feroz Shah Kotla,S Ravi,RJ Tucker,,508,596,520,763,0.5,0.6428571428571429,46,35,0.617,0.201,771.0,631.0,0.7,0.3
346,2012,Mumbai,2012-04-29,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,DW Steyn,Wankhede Stadium,AK Chaudhary,BNJ Oxenford,,525,554,538,609,0.5,0.5517241379310345,42,40,-0.509,-0.1,638.5,698.5,1.0,0.0
347,2012,Chennai,2012-04-30,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin,,541,508,519,636,0.6451612903225806,0.5185185185185185,38,31,0.1,0.561,724.5,774.5,0.5,0.5
