id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B)
60,2008,Bangalore,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,,536,509,730,393,0.0,0.0,61,26,-0.147,-1.16,514.5,517.5,0.0,0.0
61,2008,Chandigarh,2008-04-19,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,,807,804,564,538,0.0,0.0,53,63,-0.192,0.509,680.0,727.0,0.0,0.0
62,2008,Delhi,2008-04-19,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,,642,536,571,590,0.0,0.0,40,55,0.632,0.342,917.0,517.5,0.0,0.0
63,2008,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,,556,509,970,393,0.0,0.0,47,40,0.57,-1.16,724.0,517.5,0.0,0.0
64,2008,Kolkata,2008-04-20,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,,617,536,603,730,0.0,0.0,39,26,-0.467,-0.147,598.0,514.5,0.0,0.0
65,2008,Jaipur,2008-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,804,642,538,571,0.0,0.0,54,53,0.509,0.632,727.0,917.0,0.0,0.0
66,2008,Hyderabad,2008-04-22,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,617,536,603,590,0.0,0.0,25,48,-0.467,0.342,598.0,517.5,0.0,0.0
67,2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,,807,556,564,970,0.0,0.0,53,52,-0.192,0.57,680.0,724.0,0.0,0.0
68,2008,Hyderabad,2008-04-24,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,,617,642,603,571,0.0,0.0,58,73,-0.467,0.632,598.0,917.0,0.0,0.0
69,2008,Chandigarh,2008-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,,804,556,538,970,0.0,0.0,60,39,0.509,0.57,727.0,724.0,0.0,0.0
70,2008,Bangalore,2008-04-26,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,,509,642,393,571,0.0,0.0,57,45,-1.16,0.632,517.5,917.0,0.0,0.0
71,2008,Chennai,2008-04-26,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,,536,807,730,564,0.0,0.0,61,45,-0.147,-0.192,514.5,680.0,0.0,0.0
72,2008,Mumbai,2008-04-27,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,556,617,970,603,0.0,0.0,27,60,0.57,-0.467,724.0,598.0,0.0,0.0
73,2008,Chandigarh,2008-04-27,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,,536,804,590,538,0.0,0.0,45,55,0.342,0.509,517.5,727.0,0.0,0.0
74,2008,Bangalore,2008-04-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,,807,509,564,393,0.0,0.0,36,45,-0.192,-1.16,680.0,517.5,0.0,0.0
75,2008,Kolkata,2008-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,,536,556,730,970,0.0,0.0,40,38,-0.147,0.57,514.5,724.0,0.0,0.0
76,2008,Delhi,2008-04-30,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,,536,509,590,393,0.0,0.0,58,55,0.342,-1.16,517.5,517.5,0.0,0.0
77,2008,Hyderabad,2008-05-01,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,,617,804,603,538,0.0,0.0,50,41,-0.467,0.509,598.0,727.0,0.0,0.0
78,2008,Jaipur,2008-05-01,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,,642,536,571,730,0.0,0.0,45,51,0.632,-0.147,917.0,514.5,0.0,0.0
79,2008,Chennai,2008-05-02,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,,807,536,564,590,0.0,0.0,47,64,-0.192,0.342,680.0,517.5,0.0,0.0
81,2008,Chandigarh,2008-05-03,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kings XI Punjab,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,,804,536,538,730,0.0,0.0,41,43,0.509,-0.147,727.0,514.5,0.0,0.0
111,2008,Bangalore,2008-05-03,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Royal Challengers Bangalore,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,,509,617,393,603,0.0,0.0,49,31,-1.16,-0.467,517.5,598.0,0.0,0.0
82,2008,Mumbai,2008-05-04,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,556,536,970,590,0.0,0.0,50,37,0.57,0.342,724.0,517.5,0.0,0.0
83,2008,Jaipur,2008-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,,807,642,564,571,0.0,0.0,38,44,-0.192,0.632,680.0,917.0,0.0,0.0
84,2008,Bangalore,2008-05-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,,509,804,393,538,0.0,0.0,26,52,-1.16,0.509,517.5,727.0,0.0,0.0
85,2008,Chennai,2008-05-06,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,,807,617,564,603,0.0,0.0,34,50,-0.192,-0.467,680.0,598.0,0.0,0.0
86,2008,Mumbai,2008-05-07,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,,642,556,571,970,0.0,0.0,48,34,0.632,0.57,917.0,724.0,0.0,0.0
87,2008,Delhi,2008-05-08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,536,807,590,564,0.0,0.0,50,62,0.342,-0.192,517.5,680.0,0.0,0.0
88,2008,Kolkata,2008-05-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,,536,509,730,393,0.0,0.0,41,35,-0.147,-1.16,514.5,517.5,0.0,0.0
89,2008,Jaipur,2008-05-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,,617,642,603,571,0.0,0.0,50,50,-0.467,0.632,598.0,917.0,0.0,0.0
91,2008,Chennai,2008-05-10,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Chennai Super Kings,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,,807,804,564,538,0.0,0.0,36,39,-0.192,0.509,680.0,727.0,0.0,0.0
92,2008,Hyderabad,2008-05-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,,536,617,730,603,0.0,0.0,53,35,-0.147,-0.467,514.5,598.0,0.0,0.0
93,2008,Jaipur,2008-05-11,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,,536,642,590,571,0.0,0.0,43,55,0.342,0.632,517.5,917.0,0.0,0.0
94,2008,Chandigarh,2008-05-12,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,,509,804,393,538,0.0,0.0,47,21,-1.16,0.509,517.5,727.0,0.0,0.0
95,2008,Kolkata,2008-05-13,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,,536,536,730,590,0.0,0.0,50,42,-0.147,0.342,514.5,517.5,0.0,0.0
96,2008,Mumbai,2008-05-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,,807,556,564,970,0.0,0.0,35,37,-0.192,0.57,680.0,724.0,0.0,0.0
98,2008,Delhi,2008-05-15,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,normal,0,Delhi Daredevils,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,,536,617,590,603,0.0,0.0,28,78,0.342,-0.467,517.5,598.0,0.0,0.0
99,2008,Mumbai,2008-05-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,,536,556,730,970,0.0,0.0,51,38,-0.147,0.57,514.5,724.0,0.0,0.0
100,2008,Delhi,2008-05-17,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,1,Kings XI Punjab,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,,536,804,590,538,0.0,0.0,48,71,0.342,0.509,517.5,727.0,0.0,0.0
101,2008,Jaipur,2008-05-17,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,,642,509,571,393,0.0,0.0,27,68,0.632,-1.16,917.0,517.5,0.0,0.0
102,2008,Hyderabad,2008-05-18,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,,556,617,970,603,0.0,0.0,68,73,0.57,-0.467,724.0,598.0,0.0,0.0
103,2008,Kolkata,2008-05-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,1,Chennai Super Kings,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,,536,807,730,564,0.0,0.0,51,23,-0.147,-0.192,514.5,680.0,0.0,0.0
104,2008,Bangalore,2008-05-19,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,,509,536,393,590,0.0,0.0,57,32,-1.16,0.342,517.5,517.5,0.0,0.0
105,2008,Kolkata,2008-05-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,,536,642,730,571,0.0,0.0,35,43,-0.147,0.632,514.5,917.0,0.0,0.0
106,2008,Mumbai,2008-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,,804,556,538,970,0.0,0.0,41,71,0.509,0.57,727.0,724.0,0.0,0.0
107,2008,Chennai,2008-05-21,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,,509,807,393,564,0.0,0.0,32,42,-1.16,-0.192,517.5,680.0,0.0,0.0
108,2008,Chandigarh,2008-05-23,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,,617,804,603,538,0.0,0.0,43,68,-0.467,0.509,598.0,727.0,0.0,0.0
109,2008,Delhi,2008-05-24,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,,556,536,970,590,0.0,0.0,23,44,0.57,0.342,724.0,517.5,0.0,0.0
110,2008,Chennai,2008-05-24,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,,642,807,571,564,0.0,0.0,42,74,0.632,-0.192,917.0,680.0,0.0,0.0
80,2008,Hyderabad,2008-05-25,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,,617,509,603,393,0.0,0.0,60,56,-0.467,-1.16,598.0,517.5,0.0,0.0
112,2008,Kolkata,2008-05-25,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,,804,536,538,730,0.0,0.0,67,65,0.509,-0.147,727.0,514.5,0.0,0.0
113,2008,Jaipur,2008-05-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,,556,642,970,571,0.0,0.0,46,33,0.57,0.632,724.0,917.0,0.0,0.0
114,2008,Hyderabad,2008-05-27,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Chennai Super Kings,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,,617,807,603,564,0.0,0.0,47,51,-0.467,-0.192,598.0,680.0,0.0,0.0
90,2008,Bangalore,2008-05-28,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,509,556,393,970,0.0,0.0,29,36,-1.16,0.57,517.5,724.0,0.0,0.0
97,2008,Chandigarh,2008-05-28,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,,804,642,538,571,0.0,0.0,26,44,0.509,0.632,727.0,917.0,0.0,0.0
115,2008,Mumbai,2008-05-30,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,,642,536,571,590,0.0,0.0,58,28,0.632,0.342,917.0,517.5,0.0,0.0
116,2008,Mumbai,2008-05-31,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,,804,807,538,564,0.0,0.0,35,35,0.509,-0.192,727.0,680.0,0.0,0.0
117,2008,Mumbai,2008-06-01,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,,807,642,564,571,0.0,0.0,42,41,-0.192,0.632,680.0,917.0,0.0,0.0
118,2009,Cape Town,2009-04-18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,,633,802,677,777,0.5,0.6,40,40,0.297,0.951,611.5,712.0,0.0,0.0
119,2009,Cape Town,2009-04-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,,822,585,671,723,0.2,0.8181818181818182,29,14,-0.191,-0.35200000000000004,681.5,601.5,1.0,0.0
120,2009,Cape Town,2009-04-19,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,1,Delhi Daredevils,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,,634,726,593,134,0.5,0.3333333333333333,67,58,-0.483,0.311,634.5,681.5,1.0,0.0
121,2009,Cape Town,2009-04-19,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Deccan Chargers,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,,726,808,529,775,0.5,0.2222222222222222,21,37,-0.789,0.203,484.0,751.0,1.0,0.0
122,2009,Port Elizabeth,2009-04-20,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,,802,822,777,671,0.6,0.2,68,46,0.951,-0.191,712.0,681.5,1.0,0.0
123,2009,Durban,2009-04-21,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,,634,726,593,529,0.5,0.5,46,60,-0.483,-0.789,634.5,484.0,0.5,0.5
124,2009,Cape Town,2009-04-22,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Deccan Chargers,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,,808,822,775,671,0.2222222222222222,0.2,62,31,0.203,-0.191,751.0,681.5,0.0,1.0
125,2009,Durban,2009-04-23,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Delhi Daredevils,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,,726,802,134,777,0.3333333333333333,0.6,59,61,0.311,0.951,681.5,712.0,0.0,1.0
126,2009,Cape Town,2009-04-23,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,tie,0,Rajasthan Royals,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,,585,726,723,529,0.8181818181818182,0.5,54,38,-0.35200000000000004,-0.789,601.5,484.0,1.0,0.0
127,2009,Durban,2009-04-24,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,,822,634,671,593,0.2,0.5,49,44,-0.191,-0.483,681.5,634.5,0.0,1.0
128,2009,Durban,2009-04-25,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,,808,633,775,677,0.2222222222222222,0.5,55,50,0.203,0.297,751.0,611.5,1.0,0.0
129,2009,Port Elizabeth,2009-04-26,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Delhi Daredevils,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,,822,726,671,134,0.2,0.3333333333333333,45,43,-0.191,0.311,681.5,681.5,0.0,1.0
130,2009,Cape Town,2009-04-26,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Kings XI Punjab,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,,634,585,593,723,0.5,0.8181818181818182,38,32,-0.483,-0.35200000000000004,634.5,601.5,0.0,0.0
131,2009,Durban,2009-04-27,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,,802,808,777,775,0.6,0.2222222222222222,62,69,0.951,0.203,712.0,751.0,0.0,1.0
132,2009,Port Elizabeth,2009-04-27,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,,633,726,677,529,0.5,0.5,61,47,0.297,-0.789,611.5,484.0,0.0,0.0
133,2009,Centurion,2009-04-28,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,,726,585,134,723,0.3333333333333333,0.8181818181818182,42,33,0.311,-0.35200000000000004,681.5,601.5,0.0,1.0
134,2009,Durban,2009-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,,726,822,529,671,0.5,0.2,45,46,-0.789,-0.191,484.0,681.5,1.0,0.0
135,2009,Durban,2009-04-29,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Kings XI Punjab,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,,634,633,593,677,0.5,0.5,26,23,-0.483,0.297,634.5,611.5,1.0,0.0
136,2009,Centurion,2009-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,,808,726,775,134,0.2222222222222222,0.3333333333333333,37,41,0.203,0.311,751.0,681.5,0.0,1.0
137,2009,Centurion,2009-04-30,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,,802,585,777,723,0.6,0.8181818181818182,40,38,0.951,-0.35200000000000004,712.0,601.5,0.0,1.0
138,2009,East London,2009-05-01,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,,633,726,677,529,0.5,0.5,40,26,0.297,-0.789,611.5,484.0,0.0,0.0
139,2009,Durban,2009-05-01,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,,822,634,671,593,0.2,0.5,38,35,-0.191,-0.483,681.5,634.5,0.0,1.0
140,2009,Port Elizabeth,2009-05-02,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,0,Rajasthan Royals,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,,808,585,775,723,0.2222222222222222,0.8181818181818182,39,30,0.203,-0.35200000000000004,751.0,601.5,0.0,1.0
141,2009,Johannesburg,2009-05-02,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,,802,726,777,134,0.6,0.3333333333333333,53,49,0.951,0.311,712.0,681.5,1.0,0.0
142,2009,Port Elizabeth,2009-05-03,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,,726,634,529,593,0.5,0.5,28,51,-0.789,-0.483,484.0,634.5,0.5,0.5
143,2009,Johannesburg,2009-05-03,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,,633,822,677,671,0.5,0.2,25,51,0.297,-0.191,611.5,681.5,0.0,1.0
144,2009,East London,2009-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,,802,808,777,775,0.6,0.2222222222222222,53,52,0.951,0.203,712.0,751.0,0.0,1.0
145,2009,Durban,2009-05-05,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,,585,634,723,593,0.8181818181818182,0.5,57,29,-0.35200000000000004,-0.483,601.5,634.5,0.0,0.0
146,2009,Durban,2009-05-05,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,,726,726,529,134,0.5,0.3333333333333333,54,57,-0.789,0.311,484.0,681.5,1.0,0.0
147,2009,Centurion,2009-05-06,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,,808,633,775,677,0.2222222222222222,0.5,37,41,0.203,0.297,751.0,611.5,1.0,0.0
148,2009,Centurion,2009-05-07,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,,822,585,671,723,0.2,0.8181818181818182,29,31,-0.191,-0.35200000000000004,681.5,601.5,1.0,0.0
