,0
-0.10000000000000053,0.10000000000000053
0.7716216216216223,-0.7716216216216223
0.7543478260869563,-0.7543478260869563
0.5402298850574709,-0.5402298850574709
3.0259541984732827,-3.0259541984732827
-0.4500000000000002,0.4500000000000002
0.7560109289617492,-0.7560109289617492
0.8142076502732234,-0.8142076502732234
0.7047120418848163,-0.7047120418848163
0.762162162162161,-0.762162162162161
-1.6500000000000004,1.6500000000000004
0.7931693989071027,-0.7931693989071027
0.5842105263157897,-0.5842105263157897
-1.0500000000000007,1.0500000000000007
1.2902298850574727,-1.2902298850574727
0.5458333333333343,-0.5458333333333343
0.9673489278752436,-0.9673489278752436
1.2941176470588234,-1.2941176470588234
-0.8000000000000007,0.8000000000000007
-0.0,0.0
-0.6604651162790702,0.6604651162790702
-0.2999999999999998,0.2999999999999998
-2.4000000000000004,2.4000000000000004
1.1185082872928156,-1.1185082872928156
-0.39999999999999947,0.39999999999999947
-1.450000000000001,1.450000000000001
-1.8499999999999996,1.8499999999999996
2.4223404255319148,-2.4223404255319148
-1.25,1.25
0.3419689119170979,-0.3419689119170979
0.4629533678756479,-0.4629533678756479
-1.9101226993865037,1.9101226993865037
-0.8500000000000005,0.8500000000000005
0.5486187845303858,-0.5486187845303858
-1.3000000000000007,1.3000000000000007
-1.4175675675675672,1.4175675675675672
1.0267441860465114,-1.0267441860465114
0.3111398963730565,-0.3111398963730565
-0.9500000000000002,0.9500000000000002
-1.1500000000000004,1.1500000000000004
2.4000000000000004,-2.4000000000000004
-0.9999999999999991,0.9999999999999991
0.7478260869565219,-0.7478260869565219
-1.0499999999999998,1.0499999999999998
-0.8499999999999996,0.8499999999999996
0.6710526315789469,-0.6710526315789469
-4.25,4.25
0.39999999999999947,-0.39999999999999947
-1.4128205128205131,1.4128205128205131
3.520992366412214,-3.520992366412214
1.0675438596491222,-1.0675438596491222
-2.9088082901554415,2.9088082901554415
0.7274725274725276,-0.7274725274725276
-1.1900000000000004,1.1900000000000004
1.5823529411764712,-1.5823529411764712
-0.9000000000000004,0.9000000000000004
0.8837837837837839,-0.8837837837837839
1.6904315196998114,-1.6904315196998114
-0.5,0.5
-1.4500000000000002,1.4500000000000002
8.31056466302368,-8.31056466302368
0.3875000000000002,-0.3875000000000002
-4.482352941176471,4.482352941176471
-0.5499999999999998,0.5499999999999998
1.35609756097561,-1.35609756097561
3.5790076335877856,-3.5790076335877856
-3.794736842105263,3.794736842105263
-5.544554455445545,5.544554455445545
0.7666666666666666,-0.7666666666666666
0.15000000000000036,-0.15000000000000036
0.3737113402061869,-0.3737113402061869
0.3583333333333343,-0.3583333333333343
-2.1500000000000004,2.1500000000000004
-2.9000000000000004,2.9000000000000004
