,0
0.8896174863387962,-0.8896174863387962
-0.04999999999999982,0.04999999999999982
-1.2999999999999998,1.2999999999999998
-2.25,2.25
0.5710526315789473,-0.5710526315789473
0.10000000000000142,-0.10000000000000142
-0.8999999999999995,0.8999999999999995
1.4871794871794872,-1.4871794871794872
0.4387434554973826,-0.4387434554973826
0.4166666666666661,-0.4166666666666661
0.20000000000000018,-0.20000000000000018
2.3743902439024396,-2.3743902439024396
-0.1999999999999993,0.1999999999999993
1.3357142857142854,-1.3357142857142854
0.8263736263736261,-0.8263736263736261
-0.8999999999999986,0.8999999999999986
0.8215469613259669,-0.8215469613259669
-0.0,0.0
-0.38333333333333464,0.38333333333333464
-1.3500000000000005,1.3500000000000005
-1.8499999999999996,1.8499999999999996
1.8229813664596257,-1.8229813664596257
-1.0,1.0
-4.85,4.85
-0.0,0.0
4.3918702656566735,-4.3918702656566735
-1.0,1.0
-0.10000000000000053,0.10000000000000053
-10.0,10.0
0.4166666666666661,-0.4166666666666661
2.9148148148148145,-2.9148148148148145
-0.40000000000000036,0.40000000000000036
1.13404255319149,-1.13404255319149
-1.0999999999999996,1.0999999999999996
-1.1499999999999995,1.1499999999999995
-0.6999999999999993,0.6999999999999993
-1.0082474226804123,1.0082474226804123
-1.75,1.75
0.32746113989637315,-0.32746113989637315
-4.732835820895524,4.732835820895524
-0.3500000000000014,0.3500000000000014
-0.6500000000000004,0.6500000000000004
0.38124999999999964,-0.38124999999999964
0.28589743589743577,-0.28589743589743577
-0.3000000000000007,0.3000000000000007
-1.9499999999999993,1.9499999999999993
-0.5999999999999996,0.5999999999999996
-0.25,0.25
1.3670731707317074,-1.3670731707317074
-2.1999999999999993,2.1999999999999993
-0.25,0.25
2.8181818181818183,-2.8181818181818183
1.621212121212121,-1.621212121212121
-0.4499999999999993,0.4499999999999993
-7.531818181818181,7.531818181818181
2.7944444444444443,-2.7944444444444443
-0.8236842105263147,0.8236842105263147
-3.2631578947368425,3.2631578947368425
0.22948717948717956,-0.22948717948717956
-2.049999999999999,2.049999999999999
